Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,01-Mar,PPA,CrsPA,Prog,Matches
616,Christian Dalle Mura,it ITA,MF,Fiorentina,it Serie A,17,2002,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches
617,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,20,1999,0.7,72.9,91.4,79.7,1267.1,354.3,1.43,2.86,50,57.1,67.1,85.1,14.3,21.4,66.7,0,0,0,0,1.43,0,0,2.86,Matches
618,Charlie Daniels,eng ENG,DF,Bournemouth,eng Premier League,32,1986,1.4,25,35,71.4,498.6,230.7,2.14,2.14,100,17.1,20.7,82.8,5.71,12.1,47.1,0,0.07,-0.07,1.43,2.86,0.71,0.71,2.86,Matches
619,Danilo,br BRA,DF,Juventus,it Serie A,28,1991,16,65.6,76.1,86.2,1171.8,376.4,0.56,1.88,30,53.5,57.5,93,11.6,16.8,69,0,0.04,-0.04,0.75,5.44,1.19,0.19,7,Matches
620,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,32,1987,14.1,32.7,39.4,83.1,698,291.1,0.5,1.21,41.2,23.5,26.5,89,8.65,11.7,73.9,0.07,0.04,0.04,0.35,1.7,0,0,2.55,Matches
621,Kevin Danso,at AUT,DF,Southampton,eng Premier League,20,1998,3.1,37.1,51.3,72.3,662.6,291,0,0.97,0,30,35.2,85.3,7.1,15.2,46.8,0.32,0.06,0.26,0.32,3.23,0.65,0.32,4.52,Matches
622,Dante,br BRA,DF,Nice,fr Ligue 1,35,1983,21,69.8,75.6,92.3,1464.9,530,0.29,0.62,46.2,51,52.6,97.1,18.5,22.4,82.4,0,0.01,-0.01,0.29,4.1,0.19,0,4.19,Matches
623,Andrea Danzi,it ITA,MF,Hellas Verona,it Serie A,20,1999,0,1,1,100,23,21,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,1,Matches
624,Sergi Darder,es ESP,"MF,FW",Espanyol,es La Liga,25,1993,29.5,27.3,36.5,74.8,556.8,148.7,0.47,1.29,36.8,19.7,24.1,81.8,7.12,11.1,64,0.03,0.07,-0.04,0.95,4.07,0.78,0.2,4.2,Matches
625,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,28,1990,25.1,33.6,45.9,73.1,702.9,183.7,0.28,2.11,13.2,23.2,27.6,84,10.1,16.2,62.4,0.16,0.15,0.01,1.91,3.07,0.96,0.4,4.62,Matches
626,Matteo Darmian,it ITA,DF,Parma,it Serie A,29,1989,29.8,40.5,51,79.4,794.6,322.6,0.37,1.71,21.6,31,35.3,88,9.13,14.1,64.9,0.03,0.03,0.01,0.4,3.05,0.37,0.13,6.34,Matches
627,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,18,2000,24.8,63.9,74,86.4,1046.3,323.5,1.37,3.19,43,54.5,60.3,90.4,8.06,10.5,76.9,0.2,0.15,0.06,1.33,4.15,1.49,0.77,7.7,Matches
628,Ben Davies,wal WAL,DF,Tottenham,eng Premier League,26,1993,15.9,45.9,60.1,76.4,825.7,332.7,0.88,2.52,35,37,44,84.1,8.05,13.6,59,0,0.04,-0.04,0.63,3.9,0.57,0.38,5.72,Matches
629,Tom Davies,eng ENG,MF,Everton,eng Premier League,21,1998,22.5,30.3,38.7,78.3,589.8,179.4,0.36,1.6,22.2,23,27.2,84.6,6.93,9.91,70,0,0.01,-0.01,0.22,3.69,0.71,0,5.07,Matches
630,Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,21,1998,6.1,17.5,23.1,75.9,241.8,33,0.82,1.8,45.5,15.4,19.3,79.7,1.31,1.97,66.7,0,0.03,-0.03,1.15,1.15,0.33,0,1.31,Matches
631,Pawe? Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,24,1995,7.7,47.5,52.9,89.9,949.4,278.1,0.78,1.04,75,33.9,36.5,92.9,12.9,15.3,83.9,0,0,0,0,2.34,0.13,0,3.9,Matches
632,Craig Dawson,eng ENG,DF,Watford,eng Premier League,29,1990,26.2,27.8,34.7,80.3,669.8,219.7,0.15,0.53,28.6,16.3,18.5,87.8,11.4,15.6,73.1,0,0.01,-0.01,0.15,2.18,0.08,0,2.02,Matches
633,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,28,1991,31,54,72.4,74.6,1117.2,339,0.87,2.94,29.7,37.9,45.9,82.6,15.2,23.5,64.5,0.68,0.59,0.09,4.23,5.55,4,0.61,11.4,Matches
634,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,32,1987,16.7,31.9,39.6,80.6,673.2,228.6,0.3,0.96,31.3,22,24.9,88.7,9.58,13.8,69.6,0,0,0,0,1.08,0.18,0.06,2.28,Matches
635,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,25,1994,31.4,43.9,58.7,74.7,915.5,252.7,1.11,2.36,47.3,30.1,35.5,84.8,12.6,20.9,60.6,0.19,0.22,-0.03,2.26,4.2,2.1,0.64,7.55,Matches
636,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,26,1992,5.2,54.4,66.2,82.3,971.7,334,0.38,2.69,14.3,44.8,49,91.4,9.23,14.4,64,0,0.02,-0.02,0.38,3.65,0.96,0,6.15,Matches
637,Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,31,1988,24.9,27.8,38.5,72.3,481.6,200.7,0.32,1.81,17.8,23.3,28,83.2,4.22,8.71,48.4,0,0.06,-0.06,0.72,1.85,0.92,0.68,5.62,Matches
638,Lucas Deaux,fr FRA,MF,Nîmes,fr Ligue 1,30,1988,14.8,36.6,46.7,78.3,757.7,228.9,0.47,1.35,35,26.2,32.2,81.3,9.86,13.1,75.3,0.07,0.06,0.01,0.88,4.19,0.41,0.07,5.81,Matches
639,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,34,1985,19.7,41,54.4,75.4,738.4,310.1,0.86,2.08,41.5,33.2,39.2,84.7,6.95,13.1,53.1,0.05,0.06,-0.01,0.81,2.84,0.66,0.36,7.31,Matches
640,Troy Deeney,eng ENG,FW,Watford,eng Premier League,31,1988,24.7,16.4,28.6,57.3,252.3,83.5,0.53,1.94,27.1,13.8,21.9,62.7,2.11,4.74,44.4,0.08,0.14,-0.06,1.09,1.98,1.01,0.04,2.91,Matches
641,Grégoire Defrel,mq MTQ,"FW,MF",Sassuolo,it Serie A,28,1991,10.9,28,31.4,89.2,381.4,58.1,1.01,1.65,61.1,25,27.2,91.9,2.02,2.57,78.6,0.28,0.13,0.15,0.73,1.1,0.64,0,1.56,Matches
642,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,23,1995,0,0,1,0,0,0,0,0,,0,0,,0,1,0,0,0,0,0,0,0,0,0,Matches
643,Alessandro Deiola,it ITA,MF,Lecce,it Serie A,23,1995,8,28,37,75.7,570.4,126.4,0.13,1.13,11.1,20.3,25.4,79.8,7.63,10.5,72.6,0.13,0.04,0.09,1.13,1.38,0.63,0.13,2.75,Matches
644,Romain Del Castillo,fr FRA,"FW,MF",Rennes,fr Ligue 1,23,1996,13.8,27.5,34.9,78.6,429.8,114.2,0.43,1.81,24,23.6,27.4,86,3.48,5.72,60.8,0.36,0.21,0.15,1.59,1.81,1.38,0.43,3.91,Matches
645,Thomas Delaine,fr FRA,DF,Metz,fr Ligue 1,27,1992,13.9,33.7,48.7,69.1,566,228.9,0.43,2.45,17.6,27.3,33.5,81.3,5.97,12.7,46.9,0,0.04,-0.04,0.79,2.66,0.79,0.43,4.6,Matches
646,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,27,1991,9.2,55,63.7,86.3,1034.8,192.1,0.87,1.85,47.1,42.6,46.8,91,11.5,15,76.8,0,0,0,0.11,4.13,0,0,3.26,Matches
647,Paul Delecroix,fr FRA,GK,Metz,fr Ligue 1,30,1988,1.5,18,29.3,61.4,757.3,596,0,0,,5.33,5.33,100,12.7,24,52.8,0,0,0,0,2,0,0,0,Matches
648,Cristian Dell'Orco,it ITA,DF,Lecce,it Serie A,25,1994,11.2,39.6,49.6,79.9,795.5,307.7,0.54,1.7,31.6,30.4,34.9,87.2,8.66,13,66.4,0.09,0.04,0.04,0.54,1.96,1.07,0.8,5.36,Matches
649,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,27,1991,25.3,17.8,30.2,59,327.4,73.8,0.32,2.02,15.7,13.9,19.9,69.8,3.6,8.3,43.3,0.12,0.16,-0.04,1.42,1.66,1.19,0.55,3.08,Matches
650,Fabian Delph,eng ENG,MF,Everton,eng Premier League,29,1989,13.2,51.2,58.9,86.9,1061.2,268.2,0.53,1.21,43.8,36.4,39.5,92,14.3,18.2,78.8,0,0.02,-0.02,0.45,4.77,1.14,0.3,5.08,Matches
651,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,23,1996,24.3,14.3,19.3,74,202.4,30.2,0.62,1.6,38.5,12.2,15.5,78.5,1.48,2.18,67.9,0.08,0.07,0.01,0.99,0.74,0.62,0.04,1.15,Matches
652,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,22,1997,4,50.3,65.3,77,856.5,190.3,1,4.75,21.1,41.5,47,88.3,7.75,13.5,57.4,0,0.15,-0.15,2,3.25,3.25,0.75,6,Matches
653,Merih Demiral,tr TUR,DF,Juventus,it Serie A,21,1998,4.6,63,66.5,94.8,1196.7,305,1.3,1.74,75,51.1,52.4,97.5,10.7,12.4,86,0.22,0.07,0.15,0.22,0.65,0.43,0,2.83,Matches
654,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,26,1993,17.5,54.1,69.4,78,1062.9,340.3,0.91,2.46,37.2,40.8,46.2,88.3,12.4,20.7,59.9,0.29,0.22,0.07,2.34,5.89,0.63,0.06,8.46,Matches
655,Diego Demme,de GER,MF,RB Leipzig,de Bundesliga,27,1991,13.5,69.1,79.7,86.7,1202.4,305.6,0.96,2.59,37.1,56.1,61.5,91.2,12.1,15.6,77.3,0,0.08,-0.08,0.89,6.3,1.11,0.07,6.37,Matches
656,Diego Demme,de GER,MF,Napoli,it Serie A,27,1991,10,71.5,78.2,91.4,1389.4,250.1,1.3,2.3,56.5,53.4,57.6,92.7,16.8,18.3,91.8,0,0.04,-0.04,0.9,9.3,0.8,0.1,4.8,Matches
657,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,24,1995,23.7,63,66.2,95.2,1406.2,392.2,0.38,0.51,75,40.5,41.5,97.6,22.1,24.2,91.4,0.04,0.01,0.03,0.13,2.62,0.04,0,2.53,Matches
658,Leander Dendoncker,be BEL,"MF,DF",Wolves,eng Premier League,24,1995,31.1,35,41.3,84.7,709.6,156.8,0.26,1.16,22.2,25.7,29.6,86.8,9,10.5,85.6,0,0.02,-0.02,0.23,1.74,0.13,0.03,1.9,Matches
659,Kevin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,18,2000,6.7,15.2,22.2,68.5,223.3,43.1,0.45,1.94,23.1,12.7,17.5,72.6,2.09,2.84,73.7,0.15,0.04,0.1,0.9,0.45,0.3,0.15,1.64,Matches
660,Stefano Denswil,nl NED,DF,Bologna,it Serie A,26,1993,24.9,43.9,50.8,86.3,909.9,327.8,0.28,0.8,35,31.8,34.9,91.4,11.7,15.2,77.2,0.04,0.02,0.02,0.36,3.61,0.32,0,4.18,Matches
661,Fabio Depaoli,it ITA,"MF,DF",Sampdoria,it Serie A,22,1997,20.6,23.3,33.8,68.7,408.6,179.8,0.39,2.33,16.7,19.1,23.7,80.6,3.74,7.77,48.1,0.05,0.11,-0.06,1.26,1.36,1.17,0.83,5.24,Matches
662,Memphis Depay,nl NED,"FW,MF",Lyon,fr Ligue 1,25,1994,11.3,32.6,42.9,75.9,545.3,148.4,0.71,1.68,42.1,26.9,31.9,84.2,4.96,9.29,53.3,0.18,0.26,-0.08,1.95,2.57,1.5,0.09,5.58,Matches
663,Kastriot Dermaku,al ALB,DF,Parma,it Serie A,27,1992,11.4,28.2,33.1,85.1,676.7,210.1,0.7,0.96,72.7,16.1,17.9,90.2,11.3,14.2,79.6,0,0,0,0,1.23,0.09,0,1.93,Matches
664,Daniele Dessena,it ITA,MF,Brescia,it Serie A,32,1987,20.8,27.1,34.1,79.3,506.2,147.9,0.34,1.11,30.4,20.7,23.5,88.1,6.01,9.52,63.1,0,0.01,-0.01,0.14,2.36,0.48,0.05,4.33,Matches
665,Mattia Destro,it ITA,FW,Bologna,it Serie A,28,1991,2.1,6.67,9.52,70,117.6,48.6,0.48,0.95,50,5.24,7.62,68.8,0.95,0.95,100,0,0.43,-0.43,0.95,0.95,0.95,0,2.38,Matches
666,Mattia Destro,it ITA,"FW,MF",Genoa,it Serie A,28,1991,1.7,11.8,15.3,76.9,131.2,21.8,1.18,2.94,40,10.6,12.4,85.7,0,0,,0,0,0,0,0,0,0,0,Matches
667,Gerard Deulofeu,es ESP,FW,Watford,eng Premier League,25,1994,23.3,25.9,35.3,73.3,437.2,109.7,1.12,3.13,35.6,19.8,23.9,82.6,4.98,8.24,60.4,0.21,0.2,0.02,1.93,1.29,1.24,0.09,3.22,Matches
668,Deyverson,br BRA,FW,Getafe,es La Liga,28,1991,2.3,14.8,29.6,50,273,77,1.3,4.35,30,9.57,14.8,64.7,3.91,10.4,37.5,0.43,0.26,0.17,1.74,3.91,0.87,0,3.91,Matches
669,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,30,1988,14.4,12.6,17.8,70.7,153.2,9.86,1.32,2.22,59.4,10.5,14.4,72.6,0.76,1.11,68.8,0,0.04,-0.04,0.35,0.07,0.14,0,0.28,Matches
670,Federico Di Francesco,it ITA,FW,SPAL,it Serie A,25,1994,12,22,28.8,76.3,354.8,89,0.83,1.42,58.8,17.9,21.5,83.3,3.25,5.92,54.9,0,0.08,-0.08,1.42,0.75,1.08,0.17,3,Matches
671,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,25,1993,33,60.7,68.9,88.1,1036.9,370,1.24,3.03,41,49.5,53.3,92.8,10,12.6,79.3,0.09,0.08,0.01,0.91,4.06,1.18,0.24,6.27,Matches
672,Ángel Di María,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,31,1988,22.2,42.3,58.1,72.9,789.9,250.2,0.86,2.84,30.2,32,38.1,83.9,9.5,17.2,55.4,0.63,0.62,0.01,3.42,3.74,4.1,0.63,9.28,Matches
673,Boulaye Dia,fr FRA,FW,Reims,fr Ligue 1,22,1996,20.1,12.5,16.3,76.5,179.6,30,0.65,1.39,46.4,10.7,13.2,81.1,1.14,1.74,65.7,0.05,0.11,-0.06,1.14,0.8,0.6,0,1.19,Matches
674,Fousseni Diabaté,ml MLI,"FW,MF",Amiens,fr Ligue 1,23,1995,13.2,27.4,36.5,75.1,384.8,103.1,1.36,2.8,48.6,23.5,29,80.9,2.58,4.7,54.8,0.23,0.14,0.09,1.21,1.36,0.38,0.15,3.11,Matches
675,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,20,1999,19.7,26.1,35.5,73.6,420.2,91.1,0.66,2.39,27.7,21.7,26.4,82.3,3.76,6.75,55.6,0.25,0.24,0.02,1.73,1.22,1.37,0.71,3.15,Matches
676,Mouctar Diakhaby,fr FRA,DF,Valencia,es La Liga,22,1996,16,45.4,50.3,90.3,973.8,280.3,0.31,0.5,62.5,31.1,33.1,93.8,14,16.6,84.2,0,0,0,0.06,2.13,0.06,0.06,2.19,Matches
677,Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,15.2,37.4,44,84.9,759.9,248.9,0.33,0.86,38.5,26.4,28.6,92.4,10.6,14.5,72.9,0,0,0,0.07,1.51,0.2,0.13,2.57,Matches
678,Abdou Diallo,fr FRA,DF,Paris S-G,fr Ligue 1,23,1996,13.3,74.1,79.8,92.9,1487.7,520.6,0.75,1.5,50,53.1,55.5,95.7,20.3,22.8,89.1,0.08,0.01,0.07,0.23,6.32,0.38,0.08,5.86,Matches
679,Habib Diallo,sn SEN,FW,Metz,fr Ligue 1,24,1995,24.4,13,18.5,70.5,201.7,28,0.53,1.76,30.2,10.8,14.1,76.5,1.68,2.58,65.1,0.12,0.1,0.02,1.07,0.66,0.2,0.04,0.9,Matches
680,Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,20,1999,17.3,42.1,48.4,87,921.7,174.3,0.23,0.87,26.7,28,31.4,89,13.9,16.1,86.4,0.06,0.04,0.02,0.52,2.89,0.23,0,2.77,Matches
681,Moussa Diarra,fr FRA,DF,Toulouse,fr Ligue 1,18,2000,1,41,56,73.2,823,276,0,0,,33,38,86.8,8,18,44.4,0,0,0,0,1,0,0,1,Matches
682,Raphael Dias Belloli,br BRA,"MF,FW",Rennes,fr Ligue 1,23,1996,18.8,24.1,36.4,66.3,468.5,178.4,0.64,2.45,26.1,18.1,23.5,77.1,5.37,10.5,51.3,0.16,0.29,-0.13,2.18,2.02,1.38,0.32,6.6,Matches
683,Lucas Dias,fr FRA,GK,Nîmes,fr Ligue 1,20,1999,3.5,14.6,27.7,52.6,628,494,0,0,,4.57,4.57,100,10,23.1,43.2,0,0,0,0,0.57,0,0,0,Matches
684,Amadou Diawara,gn GUI,MF,Roma,it Serie A,22,1997,16.9,52.5,58.9,89.2,1096.3,252.3,0.53,0.83,64.3,36.7,40.2,91.5,15.3,17.9,85.1,0.06,0.03,0.03,0.95,5.74,0.41,0,4.62,Matches
685,Brahim Díaz,es ESP,"FW,MF",Real Madrid,es La Liga,19,1999,0.7,50,57.1,87.5,674.3,167.1,0,2.86,0,47.1,51.4,91.7,2.86,2.86,100,0,0,0,0,2.86,1.43,0,2.86,Matches
686,Víctor Díaz,es ESP,DF,Granada,es La Liga,31,1988,32,31.9,47.1,67.7,691.3,325.2,0.34,1.56,22,22.4,27.7,80.8,9.16,17.8,51.3,0.16,0.09,0.07,0.84,3.13,1.03,0.56,7.84,Matches
687,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,29,1989,20.8,35.2,43.4,81.2,626.4,198,0.87,1.49,58.1,26.9,30.2,89.2,7.4,11.7,63.4,0,0,0,0.14,1.54,0.14,0.1,2.74,Matches
688,Eric Dier,eng ENG,"DF,MF",Tottenham,eng Premier League,25,1994,14.9,47.9,58.8,81.4,1035.2,287.4,0.87,1.34,65,31.1,36.1,86.1,15.9,21.3,74.5,0.13,0.01,0.13,0.27,3.76,0.2,0,3.02,Matches
689,Lucas Digne,fr FRA,DF,Everton,eng Premier League,26,1993,33.7,40.1,57.7,69.5,768.6,336.9,0.45,2.43,18.3,31.1,38.2,81.4,8.61,17.1,50.3,0.21,0.17,0.04,2.08,2.88,1.25,0.71,8.96,Matches
690,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,28,1991,38,73.4,81.2,90.5,1720.5,485.2,0.37,0.58,63.6,45.7,48.4,94.3,27.4,32.2,85.1,0.03,0.03,-0.01,0.18,6,0.24,0,4.11,Matches
691,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,26,1993,11.2,38.6,48.7,79.3,665.9,284.5,0.98,2.68,36.7,31.7,36.8,86.2,5.89,9.2,64.1,0,0.07,-0.07,0.98,3.39,0.8,0.63,6.52,Matches
692,Javairô Dilrosun,nl NED,"MF,FW",Hertha BSC,de Bundesliga,21,1998,14.5,20.6,28.4,72.3,354.6,108.6,0.34,1.66,20.8,16.3,20.1,81.2,3.86,6.62,58.3,0.14,0.08,0.06,0.9,2,0.69,0.34,3.24,Matches
693,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,21,1997,5.8,54.1,71.9,75.3,1021.6,425.7,0.69,2.76,25,43.1,48.8,88.3,10.3,20.3,50.8,0.52,0.33,0.19,2.24,5.34,1.72,0.69,9.66,Matches
694,Federico Dimarco,it ITA,"DF,MF",Inter,it Serie A,21,1997,0.3,36.7,46.7,78.6,716.7,216.7,0,0,,26.7,33.3,80,10,13.3,75,0,0,0,0,3.33,0,0,6.67,Matches
695,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,28,1991,9.9,27.2,37.4,72.7,489.6,107.1,1.01,3.43,29.4,20.8,25.9,80.5,5.35,8.08,66.3,0.1,0.1,0,1.21,2.53,1.41,0,4.34,Matches
696,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,26,1992,7.4,9.59,15.8,60.7,139.3,24.3,0.95,1.89,50,7.43,11.4,65.5,1.22,2.57,47.4,0,0.03,-0.03,0.81,0.54,0.54,0,1.08,Matches
697,Issa Diop,fr FRA,DF,West Ham,eng Premier League,22,1997,30.7,24.6,30.9,79.6,505,183.4,0.55,1.27,43.6,16.8,19.2,87.9,7.2,10.5,68.8,0.03,0.03,0.01,0.13,1.66,0.07,0,1.43,Matches
698,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,33,1986,25,23.7,32.2,73.6,488.3,125.5,0.12,0.84,14.3,17.2,21.6,79.7,6.36,9.76,65.2,0,0.02,-0.02,0.56,3.32,0.16,0,3.44,Matches
699,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,21,1997,1.3,30,39.2,76.5,548.5,163.8,0.77,1.54,50,23.8,29.2,81.6,5.38,8.46,63.6,0,0.08,-0.08,0.77,1.54,0.77,0,3.85,Matches
700,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,21,1998,27,45.8,53.4,85.8,1075.4,324.6,0.19,0.52,35.7,27.4,29.8,91.8,18.3,23,79.3,0,0.02,-0.02,0.15,2.96,0.37,0,3.56,Matches
701,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,19,2000,7.3,52.1,59.2,88,1136.3,321.5,0.68,1.37,50,33.4,36.3,92.1,17.9,21.5,83.4,0,0,0,0,2.05,0.27,0,2.05,Matches
702,Djené,tg TOG,DF,Getafe,es La Liga,27,1991,34,20.1,27.5,73.2,483.1,170.2,0.35,0.74,48,11.7,14.2,82.4,8.09,12.6,64.4,0,0.01,-0.01,0.18,2.06,0.12,0.06,2.53,Matches
703,Moussa Djenepo,ml MLI,"MF,DF",Southampton,eng Premier League,21,1998,10.3,18.5,25.6,72.3,265.6,86.8,0.78,2.04,38.1,16.1,19.9,81,1.65,3.69,44.7,0.19,0.13,0.07,1.26,1.07,1.46,0.19,3.2,Matches
704,Koffi Djidji,ci CIV,DF,Torino,it Serie A,26,1992,9.5,36.4,41.6,87.6,761.6,233.5,0.21,0.32,66.7,25.9,27.8,93.2,10.3,13.5,76.6,0,0.01,-0.01,0.21,1.37,0,0,1.47,Matches
705,Alexander Djiku,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,24,1994,22.9,46.6,52.3,89,1045.2,341.2,0.26,0.57,46.2,30.7,33.1,92.5,15.6,18.6,84,0.04,0.02,0.02,0.22,2.88,0.13,0.04,3.36,Matches
706,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,26,1993,30.9,52.2,59.4,87.9,950.9,292.8,0.55,1.26,43.6,42,45.3,92.6,9.64,12.8,75.6,0.03,0.02,0.02,0.32,2.75,0.16,0,2.94,Matches
707,Naïs Djouahra,fr FRA,FW,Real Sociedad,es La Liga,19,1999,0.3,50,76.7,65.2,773.3,263.3,3.33,3.33,100,40,60,66.7,6.67,13.3,50,3.33,0.67,2.67,6.67,3.33,3.33,3.33,6.67,Matches
708,Marko Dmitrovi?,rs SRB,GK,Eibar,es La Liga,27,1992,35,13.7,30.3,45.1,685.9,547.8,0.03,0.03,100,3.34,3.43,97.5,10.3,26.9,38.4,0,0,0,0.03,1.77,0.06,0,0.03,Matches
709,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,27,1992,31.5,43.5,56.9,76.4,710.8,287.3,1.05,2.73,38.4,36,43.8,82.1,6.44,10.4,62.1,0.1,0.05,0.04,0.73,2.73,0.57,0.29,7.59,Matches
710,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,21,1997,21,11,14.3,77.1,168.3,11.6,0.38,1.19,32,9.19,11.3,81.1,1.48,1.81,81.6,0.14,0.05,0.09,0.33,0.14,0.19,0,0.29,Matches
711,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,26,1993,1.6,35.6,46.9,76,555,129.4,0.63,3.13,20,31.3,35.6,87.7,3.75,8.13,46.2,0,0.06,-0.06,2.5,5,1.25,0.63,5,Matches
712,Jaume Doménech,es ESP,GK,Valencia,es La Liga,28,1990,14.7,20.4,31.1,65.6,682,491.2,0.2,0.2,100,9.52,9.52,100,10.7,21.4,50,0,0,0,0,0.2,0,0,0,Matches
713,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,21,1998,7.8,44.7,52.9,84.5,863.6,218.3,1.79,2.82,63.6,32.2,35.5,90.6,10.8,14.6,73.7,0.13,0.12,0.01,1.54,4.36,1.15,0,5.26,Matches
714,Giulio Donati,it ITA,DF,Lecce,it Serie A,29,1990,19.6,43.5,50.9,85.6,824.4,317.2,0.66,1.58,41.9,33.3,36.2,91.8,9.59,13.1,73.4,0,0.09,-0.09,1.22,3.16,1.38,0.92,5.82,Matches
715,Ji Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,28,1991,1.1,12.7,20.9,60.9,167.3,31.8,0.91,1.82,50,10.9,15.5,70.6,0.91,3.64,25,0,0,0,0,0,0,0,0.91,Matches
716,Anastasios Donis,gr GRE,"FW,MF",Reims,fr Ligue 1,22,1996,6.8,11,19.6,56.4,181.3,23.7,0.59,2.65,22.2,8.09,11.8,68.8,2.35,5.15,45.7,0,0.04,-0.04,0.88,0,0.15,0.15,0.59,Matches
717,Alfredo Donnarumma,it ITA,FW,Brescia,it Serie A,28,1990,18.7,16.4,23.8,69,256.3,59.6,0.75,2.41,31.1,13.6,18,75.4,2.09,3.37,61.9,0.11,0.06,0.05,0.86,1.39,0.8,0.05,2.19,Matches
718,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,20,1999,35.6,24.5,32.1,76.4,714.4,442.9,0.08,0.14,60,13,13.1,99.4,11.4,18.8,60.5,0,0,0,0,0.14,0,0,0.03,Matches
719,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,21,1997,23.2,52.9,62.8,84.3,1160.6,386.7,0.34,0.82,42.1,35.9,38.9,92.2,16.7,23.1,72.3,0,0,0,0.13,4.78,0.09,0,4.31,Matches
720,Mathieu Dossevi,tg TOG,"MF,FW",Toulouse,fr Ligue 1,31,1988,19.5,23.7,37.7,63,417.7,138.9,0.82,3.44,23.9,18.1,23.3,77.4,4.87,10.9,44.6,0.1,0.24,-0.13,2.46,1.28,1.38,0.77,5.13,Matches
721,Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,30,1989,16.4,16.6,28.1,59.2,269.3,59.6,0.61,1.83,33.3,13.2,21.5,61.5,2.8,4.76,59,0.12,0.09,0.04,1.1,2.01,0.37,0,2.07,Matches
722,Abdoulaye Doucouré,fr FRA,MF,Watford,eng Premier League,26,1993,35.1,37.1,47.2,78.5,625.1,137.3,1.25,3.19,39.3,29.3,35.3,83,6.52,8.72,74.8,0.06,0.07,-0.02,0.94,3.39,0.88,0.11,3.13,Matches
723,Mamadou Doucouré,fr FRA,MF,M'gladbach,de Bundesliga,21,1998,0,9,9,100,160,4,0,0,,7,7,100,2,2,100,0,0,0,0,0,0,0,0,Matches
724,Moussa Doumbia,ml MLI,"FW,MF",Reims,fr Ligue 1,24,1994,19.1,27.9,35.7,78.1,470.8,103.2,1.05,2.36,44.4,21.8,26.1,83.7,4.97,7.23,68.8,0.05,0.1,-0.05,1.31,1.94,0.94,0.16,3.51,Matches
