Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
2146,Marko Rog,hr CRO,MF,Cagliari,it Serie A,24,1995,25.7,2.65,2.64,1.75,0.23,0.23,0.19,0.23,0.31,0.31,0.23,0,0,0.08,0,0,Matches
2147,Agustín Rogel,uy URU,DF,Toulouse,fr Ligue 1,21,1997,9.5,0.21,0.21,0.21,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2148,Rogério,br BRA,DF,Sassuolo,it Serie A,21,1998,11.3,2.39,2.39,1.77,0.18,0,0.27,0.18,0.27,0.27,0.18,0,0,0.09,0,0,Matches
2149,Marcos Rojo,ar ARG,DF,Manchester Utd,eng Premier League,29,1990,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2150,Filippo Romagna,it ITA,DF,Sassuolo,it Serie A,22,1997,16.4,0.73,0.73,0.73,0,0,0,0,0.06,0.06,0.06,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
2151,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,24,1995,34.3,0.87,0.87,0.7,0.03,0.03,0.06,0.06,0.09,0.09,0.09,0,0,0,0,0,Matches
2152,Alaixys Romao,tg TOG,MF,Reims,fr Ligue 1,35,1984,19.8,1.82,1.82,1.67,0,0,0,0.15,0.1,0.1,0.05,0,0,0,0.05,0,Matches
2153,Cristian Romero,ar ARG,DF,Genoa,it Serie A,21,1998,28.6,0.77,0.77,0.56,0,0.07,0.03,0.1,0.14,0.14,0.07,0,0,0.03,0.03,0,Matches
2154,Luka Romero,ar ARG,MF,Mallorca,es La Liga,14,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2155,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,27,1991,20.7,1.5,1.5,1.3,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,Matches
2156,Rômulo,it ITA,MF,Brescia,it Serie A,32,1987,19.1,1.99,1.98,1.62,0.21,0,0.1,0.05,0.16,0.16,0.16,0,0,0,0,0,Matches
2157,Rômulo,it ITA,DF,Genoa,it Serie A,32,1987,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2158,Cristiano Ronaldo,pt POR,FW,Juventus,it Serie A,34,1985,32.4,4.38,4.38,2.72,0.06,0.49,0.83,0.28,0.59,0.59,0.31,0,0.09,0.12,0.06,0,Matches
2159,Facundo Roncaglia,ar ARG,DF,Osasuna,es La Liga,32,1987,14.2,0.63,0.63,0.49,0,0.07,0,0.07,0,0,0,0,0,0,0,0,Matches
2160,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,24,1994,19.9,2.41,2.41,2.01,0,0.05,0.25,0.1,0.1,0.1,0.1,0,0,0,0,0,Matches
2161,Valentin Rongier,fr FRA,MF,Nantes,fr Ligue 1,24,1994,3,4,4,3,0.33,0.33,0,0.33,0.33,0.33,0.33,0,0,0,0,0,Matches
2162,Marten de Roon,nl NED,MF,Atalanta,it Serie A,28,1991,30.2,2.02,2.02,1.92,0.03,0,0.03,0.03,0.33,0.33,0.33,0,0,0,0,0,Matches
2163,Roberto Rosales,ve VEN,DF,Leganés,es La Liga,30,1988,20.8,2.12,2.12,1.39,0.58,0.05,0.1,0,0.19,0.19,0.19,0,0,0,0,0,Matches
2164,Antonio Rosati,it ITA,GK,Torino,it Serie A,36,1983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2165,Danny Rose,eng ENG,DF,Tottenham,eng Premier League,29,1990,9.9,1.52,1.51,1.11,0.2,0,0,0.2,0,0,0,0,0,0,0,0,Matches
2166,Danny Rose,eng ENG,DF,Newcastle Utd,eng Premier League,29,1990,9.6,0.73,0.73,0.63,0.1,0,0,0,0.1,0.1,0,0.1,0,0,0,0,Matches
2167,Luca Rossettini,it ITA,DF,Lecce,it Serie A,34,1985,25.1,0.32,0.32,0.32,0,0,0,0,0.08,0.08,0.08,0,0,0,0,0,Matches
2168,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,28,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2169,Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,26,1993,26.3,1.79,1.79,1.44,0,0.27,0,0.08,0.19,0.19,0.15,0,0.04,0,0,0,Matches
2170,Nolan Roux,fr FRA,FW,Nîmes,fr Ligue 1,31,1988,6.5,2.31,2.31,2,0,0,0.31,0,0.31,0.31,0.15,0,0,0.15,0,0,Matches
2171,Nicolò Rovella,it ITA,MF,Genoa,it Serie A,17,2001,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2172,Amir Rrahmani,xk KVX,DF,Hellas Verona,it Serie A,25,1994,35.9,0.84,0.84,0.64,0,0.11,0.08,0,0.08,0.08,0.03,0,0.03,0.03,0,0,Matches
2173,Rubén,es ESP,GK,Osasuna,es La Liga,35,1984,17.6,0.11,0.11,0,0.11,0,0,0,0,0,0,0,0,0,0,0,Matches
2174,Waldo Rubio,es ESP,"MF,FW",Valladolid,es La Liga,23,1995,9.8,3.37,3.38,2.24,0,0.71,0.2,0.2,0.31,0.31,0.1,0,0,0.2,0,0,Matches
2175,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,26,1993,19,0.47,0.47,0.42,0,0,0.05,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
2176,Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,29,1990,30.4,2.89,2.9,2.04,0.53,0.03,0.1,0.2,0.26,0.26,0.23,0.03,0,0,0,0,Matches
2177,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2178,Dion Ruffo Luci,it ITA,MF,Bologna,it Serie A,18,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2179,Daniele Rugani,it ITA,DF,Juventus,it Serie A,25,1994,7.7,0.39,0.39,0.39,0,0,0,0,0.13,0.13,0.13,0,0,0,0,0,Matches
2180,Mário Rui,pt POR,DF,Napoli,it Serie A,28,1991,21.8,3.3,3.3,2.84,0.14,0.09,0.09,0.14,0.18,0.18,0.09,0.09,0,0,0,0,Matches
2181,Aitor Ruibal,es ESP,"DF,FW",Leganés,es La Liga,23,1996,13.6,2.35,2.36,1.54,0.07,0.44,0.22,0.07,0.07,0.07,0.07,0,0,0,0,0,Matches
2182,Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,23,1996,29.8,3.72,3.72,3.36,0.03,0.2,0.07,0.07,0.4,0.4,0.34,0,0,0.03,0.03,0,Matches
2183,Gerónimo Rulli,ar ARG,GK,Montpellier,fr Ligue 1,27,1992,25,0.28,0.28,0.16,0.12,0,0,0,0.04,0.04,0.04,0,0,0,0,0,Matches
2184,Lukas Rupp,de GER,"MF,FW",Hoffenheim,de Bundesliga,28,1991,3.8,1.32,1.32,1.32,0,0,0,0,0.26,0.26,0.26,0,0,0,0,0,Matches
2185,Lukas Rupp,de GER,"FW,MF",Norwich City,eng Premier League,28,1991,7.7,1.82,1.81,1.56,0.13,0,0.13,0,0,0,0,0,0,0,0,0,Matches
2186,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,27,1992,38,0.11,0.11,0.08,0.03,0,0,0,0.08,0.08,0.05,0.03,0,0,0,0,Matches
2187,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,21,1997,4.1,0.49,0.49,0.24,0,0,0,0.24,0,0,0,0,0,0,0,0,Matches
2188,Frederik Rønnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,26,1992,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2189,João Victor Santos Sá,br BRA,"MF,FW",Wolfsburg,de Bundesliga,25,1994,18.1,2.32,2.32,1.49,0.06,0.28,0.33,0.17,0.22,0.22,0.17,0,0.06,0,0,0,Matches
2190,Roli Pereira de Sa,fr FRA,MF,Nantes,fr Ligue 1,22,1996,0.1,20,30,10,10,0,0,0,0,0,0,0,0,0,0,0,Matches
2191,Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,26,1993,10.1,2.08,2.07,1.68,0,0,0,0.4,0.1,0.1,0.1,0,0,0,0,0,Matches
2192,Stefano Sabelli,it ITA,DF,Brescia,it Serie A,26,1993,35.2,1.76,1.76,1.39,0.14,0.03,0.03,0.17,0.09,0.09,0.09,0,0,0,0,0,Matches
2193,Abdelhamid Sabiri,de GER,MF,Paderborn 07,de Bundesliga,22,1996,11.6,2.16,2.15,1.38,0.09,0.26,0.09,0.34,0.26,0.26,0.17,0,0.09,0,0,0,Matches
2194,Marcel Sabitzer,at AUT,"MF,FW",RB Leipzig,de Bundesliga,25,1994,27.8,3.67,3.67,3.13,0.22,0.07,0.18,0.07,0.43,0.43,0.36,0,0,0.04,0.04,0,Matches
2195,Ihsan Sacko,fr FRA,FW,Nice,fr Ligue 1,22,1997,1.6,3.13,3.1,2.5,0,0,0,0.63,0,0,0,0,0,0,0,0,Matches
2196,Alexis Saelemaekers,be BEL,"FW,MF",Milan,it Serie A,20,1999,7.6,3.42,3.42,3.03,0,0,0.13,0.26,0.26,0.26,0.13,0,0,0,0.13,0,Matches
2197,Jorge Sáenz,es ESP,"DF,FW",Celta Vigo,es La Liga,22,1996,4.1,0.73,0.73,0.73,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2198,Nuri ?ahin,tr TUR,MF,Werder Bremen,de Bundesliga,30,1988,13.9,3.17,3.17,1.65,1.44,0.07,0,0,0.29,0.29,0.14,0.14,0,0,0,0,Matches
2199,Wesley Saïd,fr FRA,"MF,FW",Toulouse,fr Ligue 1,24,1995,12.9,2.17,2.17,1.24,0.16,0.39,0.23,0.16,0.16,0.16,0.16,0,0,0,0,0,Matches
2200,Allan Saint-Maximin,fr FRA,"MF,FW",Newcastle Utd,eng Premier League,22,1997,20.7,4.2,4.2,2.51,0,1.06,0.29,0.34,0.43,0.43,0.29,0,0.05,0.05,0.05,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
2201,Théo Sainte-Luce,fr FRA,"DF,FW",Nîmes,fr Ligue 1,20,1998,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2202,Borja Sainz,es ESP,"MF,FW",Alavés,es La Liga,18,2001,6.4,2.19,2.2,1.25,0,0.47,0.47,0,0,0,0,0,0,0,0,0,Matches
2203,Romain Saïss,ma MAR,DF,Wolves,eng Premier League,29,1990,30.1,0.83,0.83,0.63,0.03,0.03,0.1,0,0.07,0.07,0,0,0,0.03,0,0.03,Matches
2204,Bukayo Saka,eng ENG,"DF,FW",Arsenal,eng Premier League,17,2001,19.5,2.31,2.31,1.64,0.1,0.36,0.1,0.1,0.36,0.36,0.31,0,0.05,0,0,0,Matches
2205,Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,29,1990,18,1.94,1.94,1.44,0.22,0.06,0,0.22,0.11,0.11,0.06,0,0,0,0.06,0,Matches
2206,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,29,1990,10.3,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2207,Jacopo Sala,it ITA,DF,SPAL,it Serie A,27,1991,9.5,1.79,1.79,1.37,0.11,0.32,0,0,0.11,0.11,0,0.11,0,0,0,0,Matches
2208,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,27,1992,32,3.69,3.69,2.38,0.13,0.72,0.31,0.16,0.5,0.5,0.25,0.06,0.13,0.03,0.03,0,Matches
2209,Bartosz Salamon,pl POL,DF,SPAL,it Serie A,28,1991,3.8,0.26,0.26,0.26,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2210,Eddy Salcedo,it ITA,"FW,MF",Hellas Verona,it Serie A,17,2001,7.6,2.5,2.51,1.84,0,0,0.39,0.26,0,0,0,0,0,0,0,0,Matches
2211,William Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2001,11,0.36,0.36,0.36,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2212,Yannis Salibur,fr FRA,"MF,FW",Mallorca,es La Liga,28,1991,0.9,4.44,4.39,3.33,0,1.11,0,0,2.22,2.2,1.11,0,1.11,0,0,0,Matches
2213,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,35,1984,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2214,Mohammed Salisu,gh GHA,DF,Valladolid,es La Liga,20,1999,30.3,0.13,0.13,0.1,0,0,0,0.03,0.07,0.07,0.07,0,0,0,0,0,Matches
2215,Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,22,1997,12.9,2.4,2.4,1.78,0,0.23,0.08,0.31,0.16,0.15,0.08,0,0,0,0.08,0,Matches
2216,Lazar Samardzic,de GER,MF,Hertha BSC,de Bundesliga,17,2002,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2217,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,23,1996,14.6,1.03,1.03,1.03,0,0,0,0,0.21,0.21,0.21,0,0,0,0,0,Matches
2218,Mbwana Samatta,tz TAN,FW,Aston Villa,eng Premier League,26,1992,10.5,2,2,1.33,0,0.1,0.1,0.38,0.1,0.1,0,0,0,0,0,0.1,Matches
2219,Mama Samba Baldé,gw GNB,"FW,MF",Dijon,fr Ligue 1,23,1995,18.6,2.37,2.36,1.45,0,0.16,0.32,0.43,0.48,0.48,0.32,0,0.05,0.11,0,0,Matches
2220,Junior Sambia,fr FRA,"DF,MF",Montpellier,fr Ligue 1,22,1996,6.5,1.85,1.84,0.77,0.15,0.15,0.46,0.31,0.15,0.15,0.15,0,0,0,0,0,Matches
2221,Frédéric Sammaritano,fr FRA,"MF,FW",Dijon,fr Ligue 1,33,1986,5.8,5.52,5.56,2.59,2.41,0,0.34,0.17,0.52,0.52,0.34,0.17,0,0,0,0,Matches
2222,Fede San Emeterio,es ESP,MF,Valladolid,es La Liga,22,1997,19.5,0.82,0.82,0.77,0,0,0.05,0,0.05,0.05,0.05,0,0,0,0,0,Matches
2223,Mikel San José,es ESP,MF,Athletic Club,es La Liga,30,1989,4,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2224,Antonio Sanabria,py PAR,FW,Genoa,it Serie A,23,1996,15.4,2.27,2.27,1.62,0,0.32,0.13,0.19,0.32,0.32,0.19,0,0.06,0,0.06,0,Matches
2225,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,19,2000,8.2,2.8,2.79,1.95,0,0.37,0.24,0.24,0.37,0.36,0.24,0,0,0,0.12,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
2226,Renato Sanches,pt POR,MF,Bayern Munich,de Bundesliga,21,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2227,Renato Sanches,pt POR,"MF,FW",Lille,fr Ligue 1,21,1997,16.5,3.88,3.88,2.18,0.91,0.36,0.18,0.24,0.24,0.24,0.12,0.12,0,0,0,0,Matches
2228,Alexis Sánchez,cl CHI,FW,Inter,it Serie A,30,1988,10.3,6.21,6.24,4.08,1.17,0.29,0.19,0.49,1.26,1.27,0.97,0.19,0,0,0.1,0,Matches
2229,Carlos Sánchez,co COL,"MF,DF",West Ham,eng Premier League,33,1986,1.3,0.77,0.77,0.77,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2230,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,23,1996,27,0.22,0.22,0.19,0,0,0.04,0,0,0,0,0,0,0,0,0,Matches
2231,Germán Sánchez,es ESP,DF,Granada,es La Liga,32,1986,25.5,0.24,0.24,0.24,0,0,0,0,0.04,0.04,0.04,0,0,0,0,0,Matches
2232,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,22,1997,5.5,0.73,0.72,0.18,0.18,0,0.18,0.18,0.18,0.18,0.18,0,0,0,0,0,Matches
2233,Manuel Sánchez,es ESP,DF,Atlético Madrid,es La Liga,18,2000,3.6,1.94,1.94,1.94,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2234,Víctor Sánchez,es ESP,"MF,DF",Espanyol,es La Liga,31,1987,18.8,2.18,2.19,1.38,0.69,0.05,0.05,0,0.11,0.11,0.05,0,0.05,0,0,0,Matches
2235,Jadon Sancho,eng ENG,"FW,MF",Dortmund,de Bundesliga,19,2000,25.4,4.88,4.88,3.74,0.51,0.35,0.2,0.08,1.26,1.26,0.98,0.08,0.12,0.08,0,0,Matches
2236,Alex Sandro,br BRA,DF,Juventus,it Serie A,28,1991,26.5,2.64,2.64,2.19,0.15,0.08,0.04,0.19,0.23,0.23,0.19,0,0,0.04,0,0,Matches
2237,Leroy Sané,de GER,FW,Manchester City,eng Premier League,23,1996,0.1,10,7.5,10,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2238,Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,28,1990,12.5,0.4,0.4,0.32,0,0,0,0.08,0.08,0.08,0.08,0,0,0,0,0,Matches
2239,Luca Sangalli,es ESP,MF,Real Sociedad,es La Liga,24,1995,4.1,2.44,2.42,1.95,0.49,0,0,0,0,0,0,0,0,0,0,0,Matches
2240,Ibrahim Sangaré,ci CIV,MF,Toulouse,fr Ligue 1,21,1997,24.2,2.19,2.19,1.9,0,0.12,0.04,0.12,0.17,0.17,0.12,0,0,0,0.04,0,Matches
2241,Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,33,1986,25.8,1.36,1.36,1.24,0,0,0,0.12,0.08,0.08,0.08,0,0,0,0,0,Matches
2242,Yaya Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,26,1993,10.1,1.78,1.78,1.09,0,0.1,0.2,0.3,0.2,0.2,0.1,0,0,0,0,0.1,Matches
2243,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,24,1994,24.1,3.07,3.06,2.16,0.17,0.17,0.12,0.46,0.25,0.25,0.17,0.04,0,0.04,0,0,Matches
2244,Nicola Sansone,it ITA,"FW,MF",Bologna,it Serie A,27,1991,25.2,4.17,4.16,2.3,0.75,0.52,0.28,0.28,0.48,0.48,0.24,0.08,0.04,0.08,0,0.04,Matches
2245,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,24,1995,27.8,1.51,1.51,1.08,0,0.14,0.14,0.14,0.11,0.11,0.07,0,0,0,0.04,0,Matches
2246,Federico Santander,py PAR,FW,Bologna,it Serie A,28,1991,8.6,3.26,3.27,2.44,0,0.12,0.12,0.47,0.47,0.47,0.12,0,0,0.12,0.12,0.12,Matches
2247,Davide Santon,it ITA,DF,Roma,it Serie A,28,1991,6.9,0.72,0.73,0.43,0.14,0,0,0.14,0.14,0.15,0,0.14,0,0,0,0,Matches
2248,Samir Santos,br BRA,DF,Udinese,it Serie A,24,1994,17.2,0.58,0.58,0.52,0.06,0,0,0,0,0,0,0,0,0,0,0,Matches
2249,Riccardo Saponara,it ITA,"MF,FW",Genoa,it Serie A,27,1991,1.9,4.21,4.29,3.68,0,0.53,0,0,0,0,0,0,0,0,0,0,Matches
2250,Riccardo Saponara,it ITA,"MF,FW",Lecce,it Serie A,27,1991,10.5,5.43,5.42,4.29,0.57,0,0.38,0.19,0.57,0.57,0.38,0.1,0,0,0.1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
2251,Ivan Šaponji?,rs SRB,"FW,DF",Atlético Madrid,es La Liga,21,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2252,Pablo Sarabia,es ESP,"FW,MF",Paris S-G,fr Ligue 1,27,1992,12.9,2.95,2.94,2.17,0.16,0.16,0.39,0.08,0.39,0.39,0.16,0,0,0.16,0.08,0,Matches
2253,Marcelo Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,21,1998,2,2,2.01,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2254,Josh Sargent,us USA,FW,Werder Bremen,de Bundesliga,19,2000,15.7,1.85,1.84,1.15,0,0.25,0.32,0.13,0.45,0.44,0.25,0,0.06,0.13,0,0,Matches
2255,Bouna Sarr,gn GUI,"DF,FW",Marseille,fr Ligue 1,27,1992,24,1.96,1.95,1.42,0.08,0.13,0.13,0.21,0.29,0.29,0.21,0.04,0,0,0.04,0,Matches
2256,Ismaila Sarr,sn SEN,"FW,MF",Watford,eng Premier League,21,1998,22.5,3.02,3.02,2.18,0.04,0.18,0.22,0.4,0.36,0.36,0.22,0,0,0,0.13,0,Matches
2257,Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,20,1999,16.2,0.43,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2258,Sidy Sarr,sn SEN,MF,Nîmes,fr Ligue 1,23,1996,12.9,1.71,1.7,1.4,0,0.16,0.08,0.08,0.16,0.15,0.16,0,0,0,0,0,Matches
2259,Joan Sastre Vanrell,es ESP,DF,Mallorca,es La Liga,22,1997,15.1,1.85,1.85,1.59,0.07,0,0.07,0.07,0.2,0.2,0.13,0,0,0,0,0.07,Matches
2260,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,27,1991,16.9,3.14,3.13,1.66,0.95,0.18,0.06,0.3,0.36,0.35,0.18,0.12,0,0,0.06,0,Matches
2261,Stefan Savi?,me MNE,DF,Atlético Madrid,es La Liga,28,1991,22,0.23,0.23,0.23,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2262,Fabian Schär,ch SUI,"DF,MF",Newcastle Utd,eng Premier League,27,1991,18.6,0.86,0.86,0.7,0,0.05,0.11,0,0.16,0.16,0.11,0,0,0.05,0,0,Matches
2263,Louis Schaub,at AUT,MF,Köln,de Bundesliga,24,1994,6.9,3.33,3.32,1.88,0.58,0.43,0,0.43,0.14,0.14,0.14,0,0,0,0,0,Matches
2264,Ezequiel Schelotto,it ITA,DF,Brighton,eng Premier League,30,1989,4,0.75,0.75,0.25,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0.25,0,Matches
2265,Patrik Schick,cz CZE,FW,RB Leipzig,de Bundesliga,23,1996,14.4,2.57,2.57,1.74,0,0.28,0.35,0.21,0.35,0.35,0.21,0,0.14,0,0,0,Matches
2266,Julian Schieber,de GER,FW,Augsburg,de Bundesliga,30,1989,0.5,4,4.19,2,0,0,2,0,0,0,0,0,0,0,0,0,Matches
2267,Kingsley Schindler,de GER,"FW,MF",Köln,de Bundesliga,26,1993,9.4,2.23,2.23,1.7,0,0.21,0.21,0.11,0.32,0.32,0.21,0,0.11,0,0,0,Matches
2268,Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,21,1997,19.1,1.88,1.88,1.47,0,0.26,0.05,0.1,0.21,0.21,0.21,0,0,0,0,0,Matches
2269,Keven Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,22,1997,21.5,0.23,0.23,0.14,0,0,0.05,0.05,0,0,0,0,0,0,0,0,Matches
2270,Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,19,1999,4.1,1.46,1.45,1.46,0,0,0,0,0.24,0.24,0.24,0,0,0,0,0,Matches
2271,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,eng Premier League,26,1992,11.5,1.13,1.13,0.78,0,0.09,0.09,0.17,0.17,0.17,0.17,0,0,0,0,0,Matches
2272,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,32,1986,38,0.13,0.13,0.03,0.11,0,0,0,0,0,0,0,0,0,0,0,Matches
2273,Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,31,1988,0.7,2.86,2.73,2.86,0,0,0,0,1.43,1.36,1.43,0,0,0,0,0,Matches
2274,Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,29,1990,31.5,2.1,2.09,1.37,0.38,0.06,0.13,0.16,0.06,0.06,0.03,0,0,0.03,0,0,Matches
2275,Manuel Schmiedebach,de GER,MF,Union Berlin,de Bundesliga,30,1988,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
2276,Benno Schmitz,de GER,DF,Köln,de Bundesliga,24,1994,12.9,1.94,1.94,1.86,0.08,0,0,0,0.08,0.08,0.08,0,0,0,0,0,Matches
2277,Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,29,1989,11.1,1.53,1.53,1.35,0,0.09,0.09,0,0.09,0.09,0.09,0,0,0,0,0,Matches
2278,Lasse Schöne,dk DEN,MF,Genoa,it Serie A,33,1986,27,2.67,2.67,1.15,1.11,0.07,0.3,0.04,0.19,0.19,0.07,0.04,0,0.07,0,0,Matches
2279,Sebastian Schonlau,de GER,DF,Paderborn 07,de Bundesliga,24,1994,23,0.43,0.43,0.39,0,0,0.04,0,0.04,0.04,0.04,0,0,0,0,0,Matches
2280,Alessandro Schöpf,at AUT,MF,Schalke 04,de Bundesliga,25,1994,15.9,1.7,1.7,1.38,0.13,0,0,0.19,0.19,0.19,0.06,0.06,0,0,0.06,0,Matches
2281,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,22,1997,12,2.08,2.08,1.83,0.08,0.08,0,0.08,0.17,0.17,0.17,0,0,0,0,0,Matches
2282,Markus Schubert,de GER,GK,Schalke 04,de Bundesliga,21,1998,8.2,0.37,0.36,0.24,0.12,0,0,0,0,0,0,0,0,0,0,0,Matches
2283,Nico Schulz,de GER,DF,Dortmund,de Bundesliga,26,1993,6.6,1.52,1.52,1.06,0.15,0.15,0.15,0,0.3,0.3,0.3,0,0,0,0,0,Matches
2284,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,27,1992,23.2,0.09,0.09,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,Matches
2285,Matteo Scozzarella,it ITA,MF,Parma,it Serie A,31,1988,10.2,2.35,2.35,1.27,1.08,0,0,0,0.29,0.29,0.1,0.2,0,0,0,0,Matches
2286,Aleksandar Sedlar,rs SRB,DF,Mallorca,es La Liga,27,1991,9,0.56,0.55,0.56,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2287,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,24,1995,10.7,1.68,1.69,0.84,0,0,0,0.84,0.09,0.09,0.09,0,0,0,0,0,Matches
2288,Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,24,1995,5.1,1.37,1.36,1.18,0,0.2,0,0,0,0,0,0,0,0,0,0,Matches
2289,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,27,1992,27,0.15,0.15,0.11,0.04,0,0,0,0,0,0,0,0,0,0,0,Matches
