Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
2408,Tobias Strobl,de GER,"MF,DF",M'gladbach,de Bundesliga,29,1990,6.8,0,0.15,0,0,0.15,0,0,,0,0,0,0,0,0.02,0,0,0.04,0.05,0.05
2409,Christian Strohdiek,de GER,DF,Paderborn 07,de Bundesliga,31,1988,15.1,0.07,0.53,0.2,37.5,0.53,0.2,0.13,0.33,0,0,0,0.09,0.09,0.17,-0.02,-0.02,0.08,0.16,0.16
2410,Kevin Strootman,nl NED,MF,Marseille,fr Ligue 1,29,1990,15.7,0.13,0.64,0.06,10,0.64,0.06,0.1,1,0,0.06,0.06,0.09,0.04,0.07,0.04,0.02,0.05,0.14,0.09
2411,Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,28,1991,31,0.03,0.39,0.1,25,0.39,0.1,0.08,0.33,0,0,0,0.05,0.05,0.13,-0.02,-0.02,0.06,0.11,0.11
2412,Stefano Sturaro,it ITA,MF,Genoa,it Serie A,26,1993,13.9,0.07,1.29,0.43,33.3,1.29,0.43,0.06,0.17,0.14,0,0,0.16,0.16,0.13,-0.09,-0.09,0.08,0.24,0.24
2413,Damián Suárez,uy URU,DF,Getafe,es La Liga,31,1988,28.8,0.03,0.69,0.17,25,0.69,0.17,0.05,0.2,0.21,0,0,0.03,0.03,0.04,0.01,0.01,0.08,0.11,0.11
2414,Denis Suárez,es ESP,"MF,FW",Celta Vigo,es La Liga,25,1994,18.1,0.06,1.05,0.5,47.4,1.05,0.5,0.05,0.11,0.06,0,0.06,0.13,0.08,0.08,-0.07,-0.03,0.25,0.38,0.34
2415,Luis Suárez,uy URU,FW,Barcelona,es La Liga,32,1987,22.2,0.72,3.51,1.89,53.8,3.51,1.89,0.19,0.36,0.05,0.05,0.05,0.62,0.59,0.17,0.1,0.08,0.16,0.79,0.76
2416,Mathías Suárez,uy URU,DF,Montpellier,fr Ligue 1,23,1996,0.7,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2417,Neven Suboti?,rs SRB,DF,Union Berlin,de Bundesliga,30,1988,21.8,0.05,0.55,0.14,25,0.55,0.14,0.08,0.33,0,0,0,0.04,0.04,0.07,0.01,0.01,0.01,0.05,0.05
2418,Isaac Success,ng NGA,"FW,MF",Watford,eng Premier League,23,1996,0.8,0,1.25,1.25,100,1.29,1.29,0,0,0,0,0,0.13,0.13,0.09,-0.13,-0.13,0.13,0.25,0.25
2419,Marek Suchý,cz CZE,DF,Augsburg,de Bundesliga,31,1988,4.4,0,0.45,0,0,0.45,0,0,,0,0,0,0.02,0.02,0.04,-0.02,-0.02,0,0.02,0.02
2420,Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,23,1995,7.1,0,0.85,0.14,16.7,0.84,0.14,0,0,0,0,0,0.03,0.03,0.04,-0.03,-0.03,0.06,0.1,0.1
2421,Ki Sung-yueng,kr KOR,MF,Mallorca,es La Liga,30,1989,0.1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.05,0.05,0.05
2422,Ki Sung-yueng,kr KOR,MF,Newcastle Utd,eng Premier League,30,1989,1.5,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2423,Stoppila Sunzu,zm ZAM,DF,Metz,fr Ligue 1,30,1989,15,0,0.33,0,0,0.33,0,0,,0,0,0,0.03,0.03,0.09,-0.03,-0.03,0,0.03,0.03
2424,Andrew Surman,eng ENG,MF,Bournemouth,eng Premier League,32,1986,2.6,0,0.38,0,0,0.38,0,0,,0,0,0,0,0,0.02,0,0,0.01,0.02,0.02
2425,Sam Surridge,eng ENG,FW,Bournemouth,eng Premier League,21,1998,0.3,0,6.67,0,0,6.67,0,0,,0,0,0,1.33,1.33,0.22,-1.33,-1.33,0,1.45,1.45
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
2426,Suso,es ESP,"FW,MF",Sevilla,es La Liga,25,1993,8.7,0.11,1.61,0.8,50,1.61,0.8,0.07,0.14,0.23,0,0,0.1,0.1,0.07,0.01,0.01,0.15,0.25,0.25
2427,Suso,es ESP,"FW,MF",Milan,it Serie A,25,1993,15.1,0.07,2.05,0.79,38.7,2.05,0.79,0.03,0.08,0.13,0,0,0.07,0.07,0.04,-0.01,-0.01,0.25,0.32,0.32
2428,Bosko Sutalo,hr CRO,DF,Atalanta,it Serie A,19,2000,3.1,0,0.32,0,0,0.32,0,0,,0,0,0,0,0,0.05,0,0,0.03,0.05,0.05
2429,Markus Suttner,at AUT,"DF,MF",Düsseldorf,de Bundesliga,32,1987,14.9,0,1.01,0.07,6.7,1.01,0.07,0,0,0.2,0,0,0.03,0.03,0.03,-0.03,-0.03,0.04,0.07,0.07
2430,Mattias Svanberg,se SWE,MF,Bologna,it Serie A,20,1999,11.7,0.09,3.16,0.77,24.3,3.17,0.77,0.03,0.11,0.09,0,0,0.18,0.18,0.06,-0.09,-0.09,0.12,0.3,0.3
2431,Issiaga Sylla,gn GUI,DF,Toulouse,fr Ligue 1,25,1994,28,0,0.82,0.14,17.4,0.82,0.14,0,0,0,0,0,0.04,0.04,0.04,-0.04,-0.04,0.05,0.09,0.09
2432,Moussa Sylla,fr FRA,FW,Monaco,fr Ligue 1,19,1999,0.1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2433,Eddy Sylvestre,fr FRA,MF,Nice,fr Ligue 1,19,1999,0.4,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2434,Ádám Szalai,hu HUN,FW,Mainz 05,de Bundesliga,31,1987,12.7,0.08,2.44,0.87,35.5,2.43,0.86,0.03,0.09,0,0,0,0.38,0.38,0.15,-0.3,-0.3,0.08,0.45,0.45
2435,Wojciech Szcz?sny,pl POL,GK,Juventus,it Serie A,29,1990,28.8,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2436,Andrea Tabanelli,it ITA,MF,Lecce,it Serie A,29,1990,10.7,0.09,1.12,0.19,16.7,1.12,0.19,0.08,0.5,0.09,0,0,0.08,0.08,0.08,0.01,0.01,0.01,0.1,0.1
2437,Tachi,es ESP,DF,Alavés,es La Liga,21,1997,2.6,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2438,Panagiotis Tachtsidis,gr GRE,MF,Lecce,it Serie A,28,1991,22.3,0,1.17,0.31,26.9,1.17,0.31,0,0,0,0,0,0.03,0.03,0.03,-0.03,-0.03,0.06,0.09,0.09
2439,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,23,1996,23.2,0,0.22,0.04,20,0.22,0.04,0,0,0,0,0,0.01,0.01,0.04,-0.01,-0.01,0.02,0.03,0.03
2440,Flavien Tait,fr FRA,"MF,FW",Rennes,fr Ligue 1,26,1993,9.8,0.2,1.43,0.41,28.6,1.42,0.41,0.14,0.5,0.1,0,0,0.13,0.13,0.1,0.07,0.07,0.21,0.34,0.34
2441,Mahdi Talal,fr FRA,FW,Amiens,fr Ligue 1,21,1997,0.2,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2442,Adrien Tameze,cm CMR,MF,Nice,fr Ligue 1,25,1994,5.8,0.17,0.86,0.17,20,0.87,0.17,0.2,1,0,0,0,0.09,0.09,0.11,0.09,0.09,0.07,0.17,0.17
2443,Adrien Tameze,cm CMR,MF,Atalanta,it Serie A,25,1994,2.3,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.08,0.08,0.08
2444,Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,20,1999,5.8,0,0.52,0.17,33.3,0.51,0.17,0,0,0,0,0,0.02,0.02,0.03,-0.02,-0.02,0,0.01,0.01
2445,Adil Taoui,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,0.3,0,3.33,0,0,3.6,0,0,,0,0,0,0.33,0.33,0.08,-0.33,-0.33,0,0.63,0.63
2446,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,20,1999,11.8,0,0.17,0,0,0.17,0,0,,0,0,0,0,0,0.02,0,0,0.01,0.02,0.02
2447,Matt Targett,eng ENG,DF,Aston Villa,eng Premier League,23,1995,25.5,0.04,0.27,0.16,57.1,0.27,0.16,0.14,0.25,0.04,0,0,0.02,0.02,0.07,0.02,0.02,0.11,0.13,0.13
2448,Rodrigo Tarín,es ESP,DF,Leganés,es La Liga,23,1996,10.6,0,0.19,0,0,0.19,0,0,,0,0,0,0.02,0.02,0.11,-0.02,-0.02,0,0.02,0.02
2449,James Tarkowski,eng ENG,DF,Burnley,eng Premier League,26,1992,38,0.05,0.53,0.11,20,0.53,0.11,0.1,0.5,0,0,0,0.06,0.06,0.12,-0.01,-0.01,0.05,0.11,0.11
2450,Ciprian T?t?ru?anu,ro ROU,GK,Lyon,fr Ligue 1,33,1986,2,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
2451,Júlio Tavares,cv CPV,FW,Dijon,fr Ligue 1,30,1988,22.2,0.23,2.25,0.77,34,2.25,0.77,0.08,0.24,0,0.05,0.05,0.33,0.3,0.14,-0.11,-0.12,0.11,0.44,0.41
2452,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,25,1993,21.6,0,0.05,0,0,0.05,0,0,,0,0,0,0,0,0.03,0,0,0.06,0.06,0.06
2453,Neil Taylor,wal WAL,DF,Aston Villa,eng Premier League,30,1989,12.1,0,0.25,0,0,0.25,0,0,,0,0,0,0.02,0.02,0.11,-0.02,-0.02,0.02,0.04,0.04
2454,Aurélien Tchouaméni,fr FRA,MF,Bordeaux,fr Ligue 1,19,2000,12.3,0,0.98,0.41,41.7,0.97,0.41,0,0,0,0,0,0.07,0.07,0.06,-0.07,-0.07,0.01,0.07,0.07
2455,Aurélien Tchouaméni,fr FRA,MF,Monaco,fr Ligue 1,19,2000,0.7,0,2.86,1.43,50,2.77,1.38,0,0,0,0,0,0.14,0.14,0.04,-0.14,-0.14,0.02,0.14,0.14
2456,Georg Teigl,at AUT,"DF,MF",Augsburg,de Bundesliga,28,1991,1.2,0,0.83,0,0,0.81,0,0,,0,0,0,0.08,0.08,0.11,-0.08,-0.08,0,0.09,0.09
2457,Álvaro Tejero,es ESP,DF,Eibar,es La Liga,23,1996,16.1,0,0.43,0.06,14.3,0.44,0.06,0,0,0,0,0,0.01,0.01,0.02,-0.01,-0.01,0.06,0.06,0.06
2458,Bernard Tekpetey,gh GHA,"FW,MF",Düsseldorf,de Bundesliga,21,1997,5,0,2.2,0.2,9.1,2.21,0.2,0,0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,0.06,0.15,0.15
2459,Nathan Tella,eng ENG,FW,Southampton,eng Premier League,20,1999,0,0,1,1,100,30,30,0,0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,0,1.68,1.68
2460,Cristian Tello,es ESP,"MF,FW",Betis,es La Liga,27,1991,8.7,0.23,2.18,0.69,31.6,2.17,0.69,0.11,0.33,0.23,0,0,0.18,0.18,0.09,0.05,0.05,0.03,0.22,0.22
2461,Lino Tempelmann,de GER,MF,Freiburg,de Bundesliga,20,1999,0.4,0,2.5,0,0,2.73,0,0,,0,0,0,0,0,0.02,0,0,0,0.06,0.06
2462,?ukasz Teodorczyk,pl POL,FW,Udinese,it Serie A,28,1991,2.5,0,1.6,0.8,50,1.62,0.81,0,0,0,0,0,0.16,0.16,0.11,-0.16,-0.16,0.32,0.5,0.5
2463,Hidde ter Avest,nl NED,DF,Udinese,it Serie A,22,1997,7.6,0,0.26,0.13,50,0.26,0.13,0,0,0,0,0,0.03,0.03,0.08,-0.03,-0.03,0.08,0.1,0.1
2464,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,27,1992,36,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.02,0.02,0.02
2465,Simon Terodde,de GER,"FW,MF",Köln,de Bundesliga,31,1988,9,0.33,4,1.22,30.6,3.99,1.22,0.08,0.27,0,0,0,0.74,0.74,0.19,-0.41,-0.41,0.09,0.83,0.83
2466,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,29,1990,6.9,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2467,Martin Terrier,fr FRA,"FW,MF",Lyon,fr Ligue 1,22,1997,13.3,0.08,1.28,0.53,41.2,1.28,0.53,0.06,0.14,0.08,0,0,0.15,0.15,0.12,-0.08,-0.08,0.1,0.25,0.25
2468,Aleksa Terzi?,rs SRB,DF,Fiorentina,it Serie A,19,1999,0.1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2469,Kenny Tete,nl NED,DF,Lyon,fr Ligue 1,23,1995,11.9,0,0.59,0.17,28.6,0.59,0.17,0,0,0,0,0,0.05,0.05,0.08,-0.05,-0.05,0.1,0.15,0.15
2470,Alexander Tettey,no NOR,"MF,DF",Norwich City,eng Premier League,33,1986,26,0.04,0.88,0.12,13,0.89,0.12,0.04,0.33,0,0,0,0.03,0.03,0.04,0.01,0.01,0.03,0.06,0.06
2471,Florian Thauvin,fr FRA,FW,Marseille,fr Ligue 1,26,1993,0.2,0,15,5,33.3,12.27,4.09,0,0,0,0,0,2,2,0.12,-2,-2,0,1.44,1.44
2472,Demba Thiam,sn SEN,GK,SPAL,it Serie A,21,1998,2,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2473,Malick Thiaw,fi FIN,DF,Schalke 04,de Bundesliga,17,2001,0.8,0,1.25,1.25,100,1.18,1.18,0,0,0,0,0,0,0,0.02,0,0,0,0.02,0.02
2474,Niclas Thiede,de GER,GK,Freiburg,de Bundesliga,20,1999,0.8,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2475,Jan Thielmann,de GER,"FW,MF",Köln,de Bundesliga,17,2002,6.2,0,1.29,0.32,25,1.3,0.32,0,0,0,0,0,0.08,0.08,0.06,-0.08,-0.08,0.02,0.1,0.1
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
2476,Sada Thioub,sn SEN,"MF,FW",Angers,fr Ligue 1,24,1995,16.8,0.06,0.83,0.3,35.7,0.84,0.3,0.07,0.2,0,0,0,0.07,0.07,0.08,-0.01,-0.01,0.12,0.19,0.19
2477,Jordan Thomas,eng ENG,FW,Norwich City,eng Premier League,,,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2478,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,,,3,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.3,0.3,0.3
2479,Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,31,1988,26,0.04,0.31,0.08,25,0.31,0.08,0.13,0.5,0,0,0,0.02,0.02,0.07,0.02,0.02,0.01,0.03,0.03
2480,Adrien Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,25,1993,23,0.35,2.17,0.74,34,2.17,0.74,0.16,0.47,0,0,0,0.26,0.26,0.12,0.09,0.09,0.17,0.43,0.43
2481,Erik Thommy,de GER,"DF,FW",Düsseldorf,de Bundesliga,24,1994,25.1,0.24,2.43,0.84,34.4,2.43,0.84,0.1,0.29,0.08,0,0,0.14,0.14,0.06,0.1,0.1,0.16,0.3,0.3
2482,Max Thompson,eng ENG,FW,Burnley,eng Premier League,17,2002,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2483,Morten Thorsby,no NOR,"MF,DF",Sampdoria,it Serie A,23,1996,20.7,0.05,0.77,0.19,25,0.77,0.19,0.06,0.25,0,0,0,0.07,0.07,0.09,-0.02,-0.02,0.06,0.13,0.13
2484,Marcus Thuram,fr FRA,FW,M'gladbach,de Bundesliga,21,1997,24.5,0.41,2.41,1.59,66.1,2.41,1.59,0.17,0.26,0,0,0,0.42,0.42,0.17,-0.01,-0.01,0.28,0.7,0.7
2485,Khéphren Thuram-Ulie,fr FRA,MF,Nice,fr Ligue 1,18,2001,6.6,0,0.15,0,0,0.15,0,0,,0,0,0,0,0,0.02,0,0,0.02,0.02,0.02
2486,Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,22,1997,31.4,0.1,1.72,0.41,24.1,1.72,0.41,0.06,0.23,0,0,0,0.1,0.1,0.06,-0.01,-0.01,0.18,0.28,0.28
2487,Kieran Tierney,sco SCO,DF,Arsenal,eng Premier League,22,1997,11,0.09,0.55,0.18,33.3,0.55,0.18,0.17,0.5,0,0,0,0.02,0.02,0.04,0.07,0.07,0.1,0.12,0.12
2488,Cheick Timite,ci CIV,"MF,FW",Amiens,fr Ligue 1,21,1997,1.3,0,2.31,0.77,33.3,2.35,0.78,0,0,0,0,0,0.15,0.15,0.06,-0.15,-0.15,0.12,0.27,0.27
2489,David Timor,es ESP,"MF,DF",Getafe,es La Liga,29,1989,10.5,0.29,1.81,0.67,36.8,1.81,0.67,0.16,0.43,0.76,0,0,0.06,0.06,0.03,0.23,0.23,0.01,0.07,0.07
2490,Marcel Tisserand,cd COD,DF,Wolfsburg,de Bundesliga,26,1993,13.4,0.07,0.6,0.15,25,0.6,0.15,0.13,0.5,0,0,0,0.06,0.06,0.1,0.01,0.01,0.02,0.08,0.08
2491,Jean-Clair Todibo,fr FRA,DF,Barcelona,es La Liga,19,1999,0.9,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2492,Jean-Clair Todibo,fr FRA,DF,Schalke 04,de Bundesliga,19,1999,4.1,0,0.73,0.24,33.3,0.74,0.25,0,0,0,0,0,0.05,0.05,0.07,-0.05,-0.05,0.01,0.06,0.06
2493,Karl Toko Ekambi,cm CMR,FW,Villarreal,es La Liga,26,1992,11,0.55,3.55,1.64,46.2,3.53,1.63,0.15,0.33,0,0,0,0.64,0.64,0.18,-0.09,-0.09,0.1,0.74,0.74
2494,Karl Toko Ekambi,cm CMR,FW,Lyon,fr Ligue 1,26,1992,6,0.33,2.17,1,46.2,2.17,1,0.15,0.33,0,0,0,0.35,0.35,0.16,-0.02,-0.02,0.18,0.54,0.54
2495,Corentin Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,24,1994,7.1,0.14,2.25,0.42,18.8,2.26,0.42,0.06,0.33,0,0,0,0.18,0.18,0.08,-0.04,-0.04,0.26,0.44,0.44
2496,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,24,1994,24.3,0.04,0.33,0.08,25,0.33,0.08,0.13,0.5,0,0,0,0.03,0.03,0.1,0.01,0.01,0.1,0.14,0.14
2497,Rafael Tolói,br BRA,DF,Atalanta,it Serie A,28,1990,29,0.07,0.93,0.38,40.7,0.93,0.38,0.07,0.18,0,0,0,0.09,0.09,0.1,-0.02,-0.02,0.06,0.15,0.15
2498,Raúl de Tomás,es ESP,FW,Espanyol,es La Liga,24,1994,11.9,0.34,2.77,1.18,42.4,2.76,1.17,0.09,0.21,0.25,0.08,0.08,0.34,0.28,0.1,0,-0.03,0.03,0.37,0.31
2499,Takehiro Tomiyasu,jp JPN,DF,Bologna,it Serie A,20,1998,28.1,0.04,0.6,0.11,17.6,0.61,0.11,0.06,0.33,0,0,0,0.04,0.04,0.06,0,0,0.04,0.07,0.07
2500,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,30,1989,17.6,0.06,0.51,0.11,22.2,0.51,0.11,0.11,0.5,0,0,0,0.07,0.07,0.14,-0.02,-0.02,0.01,0.08,0.08
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
2501,Fikayo Tomori,eng ENG,DF,Chelsea,eng Premier League,21,1997,14.3,0.07,0.49,0.21,42.9,0.49,0.21,0.14,0.33,0,0,0,0.04,0.04,0.09,0.03,0.03,0.01,0.06,0.06
2502,Nenad Tomovi?,rs SRB,DF,SPAL,it Serie A,31,1987,19.5,0,0.51,0.15,30,0.51,0.15,0,0,0,0,0,0.03,0.03,0.06,-0.03,-0.03,0.02,0.05,0.05
2503,Sandro Tonali,it ITA,MF,Brescia,it Serie A,19,2000,33.5,0.03,0.81,0.21,25.9,0.81,0.21,0.04,0.14,0.12,0,0,0.03,0.03,0.03,0,0,0.16,0.19,0.19
2504,Lorenzo Tonelli,it ITA,DF,Sampdoria,it Serie A,29,1990,7.8,0,0.77,0.13,16.7,0.77,0.13,0,0,0,0,0,0.04,0.04,0.05,-0.04,-0.04,0,0.04,0.04
2505,Toño,es ESP,DF,Levante,es La Liga,29,1989,17.7,0,0.17,0,0,0.17,0,0,,0,0,0,0.01,0.01,0.07,-0.01,-0.01,0.09,0.1,0.1
2506,Ömer Toprak,tr TUR,DF,Werder Bremen,de Bundesliga,30,1989,7.9,0,0.63,0.13,20,0.63,0.13,0,0,0,0,0,0.04,0.04,0.06,-0.04,-0.04,0,0.04,0.04
2507,Ernesto Torregrossa,it ITA,FW,Brescia,it Serie A,27,1992,20.5,0.34,2.98,1.02,34.4,2.98,1.02,0.08,0.24,0.05,0.1,0.1,0.35,0.28,0.09,-0.01,-0.03,0.13,0.49,0.41
2508,Lucas Torreira,uy URU,MF,Arsenal,eng Premier League,23,1996,16.8,0.06,1.25,0.36,28.6,1.25,0.36,0.05,0.17,0,0,0,0.1,0.1,0.08,-0.04,-0.04,0.07,0.16,0.16
2509,Ferrán Torres,es ESP,"MF,FW",Valencia,es La Liga,19,2000,25,0.16,1.32,0.36,27.3,1.32,0.36,0.12,0.44,0,0,0,0.14,0.14,0.11,0.02,0.02,0.17,0.31,0.31
2510,Óliver Torres,es ESP,"MF,FW",Sevilla,es La Liga,24,1994,17.7,0.17,0.9,0.56,62.5,0.9,0.56,0.19,0.3,0,0,0,0.09,0.09,0.1,0.08,0.08,0.12,0.21,0.21
2511,Pau Torres,es ESP,DF,Villarreal,es La Liga,22,1997,33,0.06,0.27,0.06,22.2,0.27,0.06,0.22,1,0,0,0,0.04,0.04,0.14,0.02,0.02,0.05,0.09,0.09
2512,Roberto Torres,es ESP,"MF,FW",Osasuna,es La Liga,30,1989,30.2,0.23,2.38,0.63,26.4,2.38,0.63,0.03,0.11,0.3,0.17,0.17,0.27,0.14,0.06,-0.04,-0.08,0.19,0.46,0.33
2513,Lucas Torró,es ESP,"MF,FW",Eint Frankfurt,de Bundesliga,25,1994,3.7,0,1.89,0,0,1.9,0,0,,0,0,0,0.05,0.05,0.03,-0.05,-0.05,0,0.05,0.05
2514,Jordan Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,21,1997,16.2,0.06,0.12,0.06,50,0.12,0.06,0.5,1,0,0,0,0.03,0.03,0.27,0.03,0.03,0.03,0.06,0.06
2515,Cenk Tosun,tr TUR,FW,Crystal Palace,eng Premier League,28,1991,2,0.5,2,1,50,2.03,1.02,0.25,0.5,0,0,0,0.3,0.3,0.16,0.2,0.2,0,0.32,0.32
2516,Cenk Tosun,tr TUR,FW,Everton,eng Premier League,28,1991,3.2,0.31,3.44,0.94,27.3,3.4,0.93,0.09,0.33,0,0,0,0.22,0.22,0.06,0.09,0.09,0.04,0.25,0.25
2517,Abdoulaye Touré,fr FRA,MF,Nantes,fr Ligue 1,25,1994,24.7,0.12,1.34,0.32,24.2,1.34,0.32,0.03,0.13,0,0.08,0.08,0.12,0.06,0.04,0,-0.02,0.03,0.15,0.09
2518,Almamy Touré,ml MLI,DF,Eint Frankfurt,de Bundesliga,23,1996,16.6,0.06,0.84,0.3,35.7,0.85,0.3,0.07,0.2,0,0,0,0.1,0.1,0.11,-0.04,-0.04,0.12,0.21,0.21
2519,Lucas Tousart,fr FRA,MF,Lyon,fr Ligue 1,22,1997,19.6,0.1,1.38,0.46,33.3,1.38,0.46,0.07,0.22,0,0,0,0.07,0.07,0.05,0.04,0.04,0.03,0.1,0.1
2520,Andros Townsend,eng ENG,MF,Crystal Palace,eng Premier League,28,1991,14.4,0.07,0.83,0.35,41.7,0.83,0.35,0.08,0.2,0.07,0,0,0.02,0.02,0.03,0.05,0.05,0.14,0.16,0.16
2521,Aleksandar Trajkovski,mk MKD,"MF,DF",Mallorca,es La Liga,26,1992,3.7,0,2.7,1.08,40,2.73,1.09,0,0,0,0,0,0.19,0.19,0.07,-0.19,-0.19,0.31,0.49,0.49
2522,Adama Traoré,ml MLI,"FW,MF",Metz,fr Ligue 1,24,1995,11.2,0.09,1.52,0.36,23.5,1.52,0.36,0.06,0.25,0.63,0,0,0.11,0.11,0.07,-0.02,-0.02,0.23,0.35,0.35
2523,Adama Traoré,ml MLI,MF,Monaco,fr Ligue 1,24,1995,0.3,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2524,Adama Traoré,es ESP,"FW,MF",Wolves,eng Premier League,23,1996,28.9,0.14,1.49,0.42,27.9,1.49,0.41,0.09,0.33,0,0,0,0.12,0.12,0.08,0.02,0.02,0.37,0.47,0.47
2525,Amad Traoré,ci CIV,FW,Atalanta,it Serie A,17,2002,0.3,3.33,3.33,3.33,100,3.33,3.33,1,1,0,0,0,0.33,0.33,0.11,3,3,0.17,0.53,0.53
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
2526,Bertrand Traoré,bf BFA,"FW,MF",Lyon,fr Ligue 1,23,1995,13.9,0.07,2.52,0.79,31.4,2.51,0.79,0.03,0.09,0.14,0,0,0.22,0.22,0.09,-0.15,-0.15,0.17,0.4,0.4
2527,Charles Traore,ml MLI,DF,Nantes,fr Ligue 1,27,1992,19.3,0,0.26,0.05,20,0.26,0.05,0,0,0,0,0,0.01,0.01,0.01,-0.01,-0.01,0.01,0.02,0.02
2528,Hamari Traoré,ml MLI,DF,Rennes,fr Ligue 1,27,1992,26.8,0,0.82,0.19,22.7,0.82,0.19,0,0,0,0,0,0.04,0.04,0.05,-0.04,-0.04,0.08,0.12,0.12
2529,Ibrahima Traoré,gn GUI,FW,M'gladbach,de Bundesliga,31,1988,1.7,0,2.35,0,0,2.37,0,0,,1.18,0,0,0.12,0.12,0.05,-0.12,-0.12,0.41,0.54,0.54
2530,Ismaël Traoré,ci CIV,DF,Angers,fr Ligue 1,32,1986,22.8,0,0.39,0,0,0.39,0,0,,0,0,0,0.04,0.04,0.11,-0.04,-0.04,0.01,0.05,0.05
2531,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,29,1990,22,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2532,Miguel Trauco,pe PER,DF,Saint-Étienne,fr Ligue 1,26,1992,16.4,0.06,0.67,0.12,18.2,0.67,0.12,0.09,0.5,0.06,0,0,0.03,0.03,0.05,0.03,0.03,0.06,0.09,0.09
2533,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,20,1999,1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2534,Luca Tremolada,it ITA,MF,Brescia,it Serie A,27,1991,0.2,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
