Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
802,?ukasz Fabia?ski,pl POL,GK,West Ham,eng Premier League,34,1985,23.5,31,27.9,31,0,0,0,19.8,0.04,0.04,100,0.04,0,12.9,83.2,42.2,9.74,226,98.7,0.04,0,Matches
803,Fabinho,br BRA,MF,Liverpool,eng Premier League,25,1993,23.1,75.1,1.82,16.4,48.2,14.1,0.56,74.2,0.43,0.52,83.3,0.48,1,49.2,223.5,101.9,54.4,1205,95.9,0.48,0.52,Matches
804,Fábio,br BRA,DF,Nantes,fr Ligue 1,29,1990,9.3,68.6,2.47,20.8,35.8,16.3,0.43,57.4,0.65,0.65,100,0.65,0,37.4,217.7,145.7,40.3,355,94.7,0.86,0.75,Matches
805,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,32,1987,10.3,80.1,1.75,12.1,44.4,27.6,2.62,74.1,0.58,0.78,75,0.58,0,54,202.1,108,71.7,652,88.2,0.87,0.58,Matches
806,Fabricio,es ESP,GK,Mallorca,es La Liga,31,1987,1,35,32,35,0,0,0,23,0,0,,0,0,15,61,23,14,14,100,1,0,Matches
807,Ralf Fährmann,de GER,GK,Norwich City,eng Premier League,30,1988,0.2,60,55,55,5,0,0,45,0,0,,0,0,20,90,65,20,4,100,0,0,Matches
808,Fayçal Fajr,ma MAR,MF,Getafe,es La Liga,30,1988,4.5,50.4,0.44,6.22,25.1,21.6,0.89,41.6,0.44,0.44,100,0.44,1,26,90.4,36,30.9,111,79.9,0.67,0.44,Matches
809,Luca Falbo,it ITA,DF,Lazio,it Serie A,19,2000,0,2,0,2,0,0,0,2,0,0,,0,0,1,12,0,1,1,100,0,0,Matches
810,Filippo Falco,it ITA,"FW,MF",Lecce,it Serie A,27,1992,22.4,57.1,0.18,5.31,27.5,30.1,2.9,51.9,2.54,3.53,72.2,2.59,4,47,364.6,213.5,52.2,985,84.2,1.43,2.01,Matches
811,Eliseo Falcon,es ESP,"DF,MF",Levante,es La Liga,22,1997,0.8,35,7.5,18.8,16.3,2.5,0,32.5,2.5,2.5,100,2.5,0,28.8,216.3,115,23.8,19,100,0,0,Matches
812,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,24,1995,2,34.5,31,34.5,0,0,0,22,0,0,,0,0,14,52,16.5,10.5,21,100,0,0,Matches
813,Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,27,1992,1,74,12,53,25,2,2,70,1,1,100,1,0,33,252,148,38,35,92.1,0,0,Matches
814,Iago Falque,es ESP,"MF,FW",Torino,it Serie A,29,1990,1.1,69.1,0,2.73,39.1,29.1,4.55,65.5,2.73,3.64,75,2.73,0,55.5,393.6,163.6,60,59,89.4,0.91,1.82,Matches
815,Iago Falque,es ESP,MF,Genoa,it Serie A,29,1990,5.8,64.7,0.69,5.17,34.8,30,3.79,60.7,2.41,3.62,66.7,2.41,3,50.7,396.6,191.2,58.8,281,82.4,1.55,1.38,Matches
816,Akin Famewo,eng ENG,MF,Norwich City,eng Premier League,20,1998,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,Matches
817,Andri Fannar Baldursson,is ISL,MF,Bologna,it Serie A,17,2002,1.6,48.1,2.5,9.38,24.4,15.6,1.25,47.5,1.25,1.88,66.7,1.25,0,35,137.5,55.6,40.6,53,81.5,0.63,3.13,Matches
818,Paolo Faragò,it ITA,DF,Cagliari,it Serie A,26,1993,14.9,72.8,6.44,24.7,33.7,18.7,1.34,63.2,0.67,1.01,66.7,0.74,0,40.1,251.7,155.5,46.8,635,91,0.6,0.81,Matches
819,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,27,1991,35.9,60.2,5.01,16.1,27.4,19.3,1.98,51.6,1.14,1.92,59.4,1.2,6,33.5,152.1,82.2,37.4,1179,87.8,0.92,0.64,Matches
820,Mohamed Fares,dz ALG,"DF,MF",SPAL,it Serie A,23,1996,4.7,55.7,2.77,18.9,25.7,14,0.64,51.1,1.06,1.7,62.5,1.06,0,36.8,176.2,109.8,43.8,184,89.3,2.55,1.06,Matches
821,Diego Farias,br BRA,"FW,MF",Lecce,it Serie A,29,1990,9.2,51.8,0.87,7.61,21.4,26.6,5.98,49.1,2.61,3.91,66.7,2.93,2,40.4,300.7,186,48.5,362,81.2,2.07,1.85,Matches
822,Ansu Fati,es ESP,"FW,DF",Barcelona,es La Liga,16,2002,11.4,63.5,0.7,3.6,20.9,44.1,9.65,62.1,2.02,4.91,41.1,2.28,1,51.8,370.5,250.9,61.6,600,85.5,2.98,1.93,Matches
823,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,32,1987,22,68.3,4.27,22.8,30.3,19.7,1.59,55.2,0.27,0.82,33.3,0.27,1,36.9,185.3,104.6,44,842,86.9,0.91,0.73,Matches
824,Andrea Favilli,it ITA,FW,Genoa,it Serie A,22,1997,7.3,40.1,0.96,2.6,20.4,20.3,4.93,38.2,0.82,1.51,54.5,0.82,0,24.5,178.6,91.1,53,227,58.7,3.84,2.19,Matches
825,Federico Fazio,ar ARG,DF,Roma,it Serie A,32,1987,13.5,58.7,7.93,27.4,31.5,2.96,0.81,56.6,0.67,0.89,75,0.74,2,35.7,190.4,101.9,39.3,515,97.2,0.15,0.22,Matches
826,Aleix Febas,es ESP,MF,Mallorca,es La Liga,23,1996,18.8,48.2,0.48,7.98,27.8,15.5,2.23,47.3,1.6,2.55,62.5,1.6,2,38.1,214.2,112.8,43.6,671,81.9,1.7,2.29,Matches
827,Zouhair Feddal,ma MAR,DF,Betis,es La Liga,30,1989,15.9,77.7,11.1,42.2,38.4,2.2,1.01,75,0.25,0.31,80,0.25,0,49.9,277.5,156,55.4,866,98.3,0.31,0.25,Matches
828,Ljubomir Fejsa,rs SRB,MF,Alavés,es La Liga,30,1988,8.7,41,2.76,12.6,25.2,4.14,0,40.8,0.34,0.46,75,0.46,0,20.5,78.7,15.2,22.5,178,90.8,0.23,0.34,Matches
829,Nabil Fekir,fr FRA,"MF,FW",Betis,es La Liga,26,1993,29.3,52,0.55,5.22,26.8,25,5.02,50.2,2.87,4.33,66.1,2.97,3,44,308,181.9,50.7,1197,80.6,2.32,2.53,Matches
830,Felipe,br BRA,DF,Atlético Madrid,es La Liga,30,1989,23.4,50.2,7.44,27.2,23.6,1.92,1.2,48.9,0.17,0.21,80,0.17,1,25.9,158.1,64.1,28.3,631,95.3,0.17,0.09,Matches
831,Luiz Felipe,br BRA,DF,Lazio,it Serie A,22,1997,22.5,62.4,9.42,31,32.7,4.76,0.76,60.6,0.31,0.44,70,0.36,1,41.6,344.8,191.7,43.8,968,98.2,0.4,0.44,Matches
832,Lucas Felippe,br BRA,"MF,DF",Hellas Verona,it Serie A,19,2000,0.3,83.3,0,13.3,50,26.7,0,83.3,0,0,,0,0,66.7,473.3,246.7,63.3,18,94.7,0,3.33,Matches
833,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,21,1997,21.8,54.7,12.1,36.6,19.8,1.61,0.55,53.7,0.18,0.23,80,0.18,0,30.2,208.6,103.1,29.3,624,97.8,0.23,0.55,Matches
834,João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,19,1999,19.4,39.8,0.46,3.87,20.7,18.6,4.38,38.6,1.08,3.04,35.6,1.29,5,30.5,179.3,110.1,44.4,611,70.9,2.06,0.93,Matches
835,Kiko Femenía,es ESP,DF,Watford,eng Premier League,28,1991,24.9,60.4,2.57,17.1,28.3,18.4,0.84,49.4,1,1.45,69.4,1,1,33.4,181,93.4,32.5,753,93,0.64,0.48,Matches
836,Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,fr Ligue 1,26,1993,25,50.6,0.88,6.48,20.3,27.7,3.4,45.7,2.2,4.24,51.9,2.24,3,35.5,274.6,163,47.4,861,72.6,2.04,1.84,Matches
837,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,24,1994,13.2,75.8,1.29,7.58,37.1,35.9,3.11,67.7,1.14,1.59,71.4,1.14,1,49.6,255.5,152.4,64.3,737,86.8,1.74,1.21,Matches
838,Edimilson Fernandes,ch SUI,"MF,DF",Mainz 05,de Bundesliga,23,1996,16.5,57.2,4.36,16.8,34.4,9.21,0.61,56.5,0.91,1.64,55.6,0.97,0,38.1,232.6,102.8,37.8,575,92.1,1.21,1.45,Matches
839,Gedson Fernandes,pt POR,"MF,DF",Tottenham,eng Premier League,20,1999,0.8,82.5,1.25,7.5,35,48.8,7.5,73.8,2.5,6.25,40,3.75,0,61.3,448.8,273.8,77.5,47,75.8,3.75,5,Matches
840,Gelson Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,32,1986,8.6,39.1,2.44,13.4,24.8,2.33,0,39,0.35,0.47,75,0.35,0,18.7,76.2,31.6,18.5,146,91.8,0,0.12,Matches
841,Matheus Fernandes,br BRA,MF,Valladolid,es La Liga,21,1998,1.8,,,,,,,,,,,,,,,,,,,,,Matches
842,Aitor Fernández,es ESP,GK,Levante,es La Liga,28,1991,36,34.9,30.5,34.7,0.28,0,0,22,0,0,,0,0,12.4,62.9,44.6,9.64,345,99.4,0,0.03,Matches
843,Andrés Fernández,es ESP,GK,Villarreal,es La Liga,32,1986,4.3,38.1,37.2,38.1,0.23,0,0,25.8,0,0,,0,0,18.1,87.9,45.8,16,69,100,0,0,Matches
844,Carlos Fernández,es ESP,"FW,MF",Granada,es La Liga,23,1996,24.5,38.4,1.51,3.67,20.2,16.5,3.22,37.3,1.35,2.37,56.9,1.51,2,22.7,135.5,60,42.9,660,62.8,2.82,1.59,Matches
845,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,30,1989,29.1,53.6,9.42,34.5,16,5.53,0.72,49.2,0.38,0.48,78.6,0.38,0,28.2,130.6,63.3,29.7,838,96.9,0.21,0.38,Matches
846,Gabriel Fernández,uy URU,"FW,MF",Celta Vigo,es La Liga,25,1994,6.2,31,0.65,2.58,16.6,14.8,5,30.2,1.29,2.1,61.5,1.29,0,21.8,169.4,66.6,42.4,150,57,3.39,1.94,Matches
847,Joaquín Fernández,es ESP,"MF,DF",Valladolid,es La Liga,23,1996,18.4,51.5,4.02,17.9,32.5,2.93,0.54,49.7,0.43,0.54,80,0.49,0,27.7,122.2,47.7,30.8,542,95.8,0.27,0.22,Matches
848,Fernandinho,br BRA,DF,Manchester City,eng Premier League,34,1985,26.6,91.5,9.06,36.5,57.3,4.25,0.79,89.5,0.45,0.53,85.7,0.45,2,65.8,424.3,277.7,70.8,1854,98.4,0.23,0.26,Matches
849,Fernando,br BRA,MF,Sevilla,es La Liga,32,1987,29.5,63.3,5.08,22.3,37.8,6.44,1.08,61.6,0.54,0.75,72.7,0.61,1,38,180.9,84.7,40.6,1132,94.6,0.75,0.37,Matches
850,Juan Ferney Otero,co COL,"FW,MF",Amiens,fr Ligue 1,24,1995,13.4,40.4,1.04,6.49,18.9,18.2,2.69,38.7,0.97,2.99,32.5,1.12,0,27.4,182.9,102.3,38.9,347,66.6,1.87,2.24,Matches
851,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,25,1994,11.2,48.9,6.07,26,23.9,1.79,0.36,45.7,0.63,0.8,77.8,0.63,0,27.1,159.2,78.4,25,274,97.9,0.27,0.45,Matches
852,Facundo Ferreyra,ar ARG,FW,Espanyol,es La Liga,28,1991,6.4,26.9,0.63,1.72,13,12.7,3.91,25.6,0.47,0.78,60,0.47,0,12.5,54.5,25.5,48.1,116,37.7,2.66,1.25,Matches
853,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,27,1992,12.8,68.9,1.09,12.3,44.9,16,1.02,66.3,1.72,2.58,66.7,1.72,1,52.1,303.6,164.1,54.1,623,89.9,1.09,2.34,Matches
854,Oliver Fink,de GER,"MF,FW",Düsseldorf,de Bundesliga,37,1982,7.5,50.5,1.6,8.53,26,18.9,3.07,49.9,0.8,1.47,54.5,1.2,1,27.3,137.3,63.6,43.3,222,68.3,2.27,2.27,Matches
855,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,30,1989,10.7,32.9,1.03,3.83,14.6,16,4.39,31.4,0.37,1.03,36.4,0.47,1,19.3,82.9,39.1,43.5,242,52,2.52,1.78,Matches
856,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,27,1991,33.2,47.4,0.63,3.49,22.3,24.4,6.93,46.5,1.78,2.92,60.8,1.93,2,35.2,195.3,108,54.8,1218,67,1.93,1.78,Matches
857,Junior Firpo,es ESP,DF,Barcelona,es La Liga,22,1996,11.3,83.9,2.3,20.6,44.3,25.9,2.83,75.9,0.97,1.77,55,1.06,2,61.3,302.4,183.7,65.2,696,94.4,0.53,0.8,Matches
858,John Fleck,sco SCO,MF,Sheffield Utd,eng Premier League,27,1991,28,50.2,1.29,7.54,22.2,23.5,1.93,45.6,1.54,2.21,69.4,1.71,3,31.9,172.8,99.6,35.9,870,86.7,1.07,0.79,Matches
859,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,26,1993,10,47.5,43.6,47.3,0.3,0,0,34.5,0.2,0.2,100,0.2,0,24.4,138.7,59.2,21.9,219,100,0,0,Matches
860,Sergio Floccari,it ITA,FW,SPAL,it Serie A,37,1981,10.5,34.8,0.29,2.57,16.9,17.9,3.81,32.8,1.33,2.29,58.3,1.43,0,24.9,172.8,55.3,45.7,269,56,2,1.71,Matches
861,Alessandro Florenzi,it ITA,"DF,FW",Roma,it Serie A,28,1991,11.1,70.3,3.6,20.2,37.1,18.7,2.52,63.3,0.18,0.99,18.2,0.36,1,43.2,276.1,172.5,50.3,510,91.4,0.45,0.45,Matches
862,Alessandro Florenzi,it ITA,DF,Valencia,es La Liga,28,1991,8.4,65.7,3.81,22.4,31.4,15.1,1.9,56.8,0.83,1.19,70,0.83,1,37.7,173.7,95.7,44.2,341,91.9,1.07,0.36,Matches
863,Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,19,2000,10,62.8,0.3,4.8,26.2,35.6,7.2,61.6,2.4,3.1,77.4,2.5,0,48.2,264.9,149.6,59.1,516,87.3,1,2.3,Matches
864,Mamadou Fofana,ml MLI,"DF,MF",Metz,fr Ligue 1,21,1998,17.6,53.3,5,26.8,25.7,3.24,0.34,52.4,0.28,0.34,83.3,0.28,1,33.1,138,70.5,32.4,557,97.7,0.06,0.28,Matches
865,Seko Fofana,ci CIV,MF,Udinese,it Serie A,24,1995,25,53.2,1.12,10.2,30.4,18.3,2.72,52.8,3.04,4.2,72.4,3.08,0,43.7,311,163.4,46.6,1007,86.4,1.16,1.68,Matches
866,Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2000,13.5,60.9,7.7,35.9,26.6,3.11,0.89,58.2,0.44,0.59,75,0.44,0,36.7,288.4,159,35.9,472,97.3,0.37,0.44,Matches
867,Youssouf Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,20,1999,11.2,51.7,0.71,10.7,31.7,14.1,1.7,51.6,0.98,1.79,55,1.07,2,36.2,220.1,133.7,40.8,404,88.4,1.88,1.43,Matches
868,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,20,1999,6.8,66,2.94,17.8,43.4,10.4,1.18,65.3,1.62,2.79,57.9,1.91,1,46.8,313.7,194,50.1,310,90.9,1.32,1.62,Matches
869,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,24,1994,27,57.7,3.3,21.1,27.2,13.9,1.07,46.8,0.56,1.04,53.6,0.59,0,31.4,214.5,133.6,34.6,829,88.8,0.48,0.52,Matches
870,Lamine Fomba,fr FRA,MF,Nîmes,fr Ligue 1,21,1998,15.3,41.6,2.03,9.87,22.7,11.6,1.44,41.2,1.24,2.09,59.4,1.5,0,23.7,140.4,69.9,26.8,314,76.6,1.7,1.31,Matches
871,José Fonte,pt POR,DF,Lille,fr Ligue 1,35,1983,24.5,67.9,5.18,30.2,39.6,2.73,1.35,65.8,0.2,0.24,83.3,0.24,0,45.4,225.6,116.6,47.6,1148,98.4,0.12,0.16,Matches
872,Pablo Fornals,es ESP,"MF,FW",West Ham,eng Premier League,23,1996,24.1,47.7,0.58,7.05,22.5,21.2,2.12,46.2,0.83,1.62,51.3,0.91,3,33.1,180,95.7,43.8,786,74.5,0.91,1.58,Matches
873,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,27,1991,12.7,53.1,0.55,5.28,29.8,22.5,3.15,50.6,2.05,2.44,83.9,2.13,1,42.1,258.8,135.5,51.6,514,78.5,1.81,1.57,Matches
874,Hernâni Fortes,pt POR,"MF,FW",Levante,es La Liga,27,1991,7.3,37.8,1.78,9.04,13.4,19.3,4.25,36.8,1.51,3.97,37.9,2.05,0,28.6,262.6,182.9,37.9,189,68.2,1.92,1.37,Matches
875,Ben Foster,eng ENG,GK,Watford,eng Premier League,36,1983,38,34.4,27.8,33.6,0.92,0.03,0.03,22.2,0.08,0.08,100,0.08,0,14.1,94.8,58.3,10.4,396,99.7,0,0,Matches
876,Lyle Foster,za RSA,FW,Monaco,fr Ligue 1,18,2000,0.7,34.3,1.43,2.86,14.3,18.6,1.43,30,1.43,2.86,50,1.43,0,21.4,144.3,74.3,31.4,16,72.7,5.71,1.43,Matches
877,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,21,1998,1.5,56,1.33,13.3,32.7,13.3,2,51.3,0.67,0.67,100,0.67,0,33.3,152.7,82,44.7,57,85.1,1.33,0.67,Matches
878,Dimitri Foulquier,fr FRA,"MF,DF",Watford,eng Premier League,26,1993,0.7,28.6,4.29,10,12.9,8.57,0,27.1,2.86,2.86,100,2.86,0,17.1,155.7,101.4,18.6,9,69.2,1.43,1.43,Matches
879,Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,26,1993,12.4,44.4,3.15,13.9,23.9,10.6,0.48,36.5,0.97,1.85,52.2,1.13,0,23,173.6,121,23.7,244,83,0.89,0.97,Matches
880,Juan Foyth,ar ARG,DF,Tottenham,eng Premier League,21,1998,0.8,96.3,8.75,38.8,52.5,12.5,0,86.3,1.25,3.75,33.3,1.25,0,55,267.5,152.5,57.5,42,91.3,1.25,2.5,Matches
881,Gianluca Frabotta,it ITA,DF,Juventus,it Serie A,20,1999,1,72,2,15,42,23,1,67,1,3,33.3,1,0,45,231,166,55,54,98.2,1,0,Matches
882,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,23,1995,13.1,51.8,3.36,19,23.5,10.8,0.38,40.4,0.46,0.84,54.5,0.53,0,20.7,126.6,71.4,23.5,255,82.8,1.15,0.76,Matches
883,Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,34,1985,10.8,64.4,10.5,37.1,22.7,6.76,0.93,60.6,0.37,0.65,57.1,0.37,0,33.9,172.3,69.2,38,382,93.2,0.09,0.19,Matches
884,Mike Frantz,de GER,"MF,DF",Freiburg,de Bundesliga,32,1986,3.9,43.8,1.28,11.5,23.3,12.1,2.82,41.3,0.26,0.26,100,0.26,0,25.4,153.3,84.9,32.1,99,79.2,1.03,1.03,Matches
885,Ryan Fraser,sco SCO,"MF,FW",Bournemouth,eng Premier League,25,1994,23,49.3,1.26,8.7,18.7,26.7,3,44.1,0.43,1,43.5,0.52,0,34.7,246.7,152.1,43.5,786,78.5,1.39,0.91,Matches
886,Fred,br BRA,MF,Manchester Utd,eng Premier League,26,1993,24,84.8,2.88,20,50.7,20.3,0.96,81,1.67,2.17,76.9,1.79,4,61.8,323.5,165.7,61.6,1393,94.2,1.17,1.67,Matches
887,Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,26,1992,24.9,55.5,3.65,17.7,24.3,16.8,1.29,47.1,0.52,1.16,44.8,0.52,0,29.2,174.1,107.8,32.1,721,90.1,0.8,0.64,Matches
888,Kieron Freeman,wal WAL,FW,Sheffield Utd,eng Premier League,27,1992,0.1,30,0,0,0,30,0,30,0,0,,0,0,10,10,0,40,2,50,10,0,Matches
889,Luke Freeman,eng ENG,MF,Sheffield Utd,eng Premier League,27,1992,4.1,49.8,1.71,7.07,18.8,28.5,2.2,48,1.71,1.95,87.5,1.71,0,35.6,254.4,142.7,38.3,124,79,0.98,3.17,Matches
890,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,27,1992,26,74.7,2.08,14.1,44.9,21.3,1.81,71.1,0.81,1.42,56.8,0.96,2,52.5,306,156.1,55.3,1353,94,0.92,0.85,Matches
891,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,21,1998,24.3,65.1,4.49,22.7,31.6,14.1,0.58,54.6,0.53,0.74,72.2,0.53,0,37.4,176.2,90.3,38.2,870,93.8,0.74,0.82,Matches
892,Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,23,1995,31,49.5,5.32,28,22.4,2.87,1.13,48.3,0.39,0.58,66.7,0.42,0,28.5,175.6,93.4,29,861,95.9,0.45,0.39,Matches
893,Samúel Friðjónsson,is ISL,MF,Paderborn 07,de Bundesliga,23,1996,2.1,61,4.29,29,28.1,6.67,0.48,60.5,0.48,0.95,50,0.48,0,31.9,124.8,58.1,41,80,93,1.9,0.48,Matches
894,Jorge de Frutos,es ESP,"MF,FW",Valladolid,es La Liga,22,1997,0.7,41.4,0,11.4,18.6,15.7,4.29,40,0,1.43,0,0,0,21.4,115.7,64.3,30,16,76.2,2.86,2.86,Matches
895,Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,33,1986,8.6,85.5,3.37,32,43.8,12.9,0.23,75.2,0.47,0.81,57.1,0.47,1,50.9,216.2,99,56,465,96.5,0.58,0.12,Matches
896,Angelo Fulgini,fr FRA,MF,Angers,fr Ligue 1,22,1996,17.5,68.3,0.63,10.7,36.3,27.1,3.03,64.3,3.49,4.57,76.3,3.54,12,54.1,336.1,196.5,57.9,873,86.1,2.23,2.4,Matches
897,Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,26,1993,4.5,38.7,1.33,2.67,17.1,21.1,7.11,36.7,1.11,2,55.6,1.11,0,21.6,116.2,53.8,52.2,137,58.3,2.22,1.11,Matches
898,Ramiro Funes Mori,ar ARG,DF,Villarreal,es La Liga,28,1991,5,62,6.8,33.6,31.8,1.6,0.8,60.6,0.2,0.2,100,0.2,0,43,307.4,168.8,42.4,208,98.1,0.4,0.2,Matches
899,Daniel Fuzato,br BRA,GK,Roma,it Serie A,22,1997,1,45,43,45,0,0,0,34,0,0,,0,0,29,91,44,27,27,100,0,0,Matches
900,Matteo Gabbia,it ITA,DF,Milan,it Serie A,19,1999,7.6,66.4,10.7,37.1,30.9,2.11,0.66,65.1,0,0,,0,0,40.8,213.9,107,44.6,336,99.1,0.13,0.26,Matches
901,Manolo Gabbiadini,it ITA,FW,Sampdoria,it Serie A,27,1991,22.6,37.1,0.75,3.05,14.6,21.2,4.34,33.4,0.97,1.73,56.4,1.11,1,23.3,134.6,62.8,43.4,588,59.9,1.59,1.33,Matches
902,Gabriel,br BRA,GK,Lecce,it Serie A,26,1992,33.3,33.5,31.2,33.4,0.15,0,0,21,0,0,,0,0,12,63,38.6,9.01,300,100,0,0,Matches
903,Ruben Gabrielsen,no NOR,DF,Toulouse,fr Ligue 1,27,1992,7.3,48.5,9.32,30.4,20.1,0.82,0.55,47.3,0.41,0.41,100,0.41,0,30.1,165.2,79.9,30,213,97.3,0,0.14,Matches
904,Mijat Ga?inovi?,rs SRB,"MF,FW",Eint Frankfurt,de Bundesliga,24,1995,11.6,45.5,0.43,6.55,26,16.4,2.59,43.9,1.64,3.1,52.8,1.81,6,29.6,196.2,103.8,41.9,332,68.3,1.81,1.29,Matches
905,Luca Gagliano,it ITA,FW,Cagliari,it Serie A,19,2000,0.6,28.3,0,1.67,20,8.33,5,25,0,0,,0,0,13.3,75,53.3,28.3,11,64.7,1.67,1.67,Matches
906,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,25,1994,20,58.6,2.45,11.3,33,18.5,3.35,57.7,0.45,0.8,56.3,0.5,1,37.8,245.3,145.8,46.8,835,89.3,0.85,1.05,Matches
907,Riccardo Gagliolo,se SWE,DF,Parma,it Serie A,29,1990,28.9,58.3,5.54,22.6,27.2,11.4,1.56,50.7,0.55,0.8,69.6,0.55,1,31.9,168.1,106.7,34.5,947,94.9,0.55,0.35,Matches
908,Nicolás Gaitán,ar ARG,"MF,FW",Lille,fr Ligue 1,31,1988,0.6,65,3.33,8.33,31.7,30,6.67,60,3.33,5,66.7,3.33,0,36.7,181.7,81.7,40,20,83.3,3.33,1.67,Matches
909,Marvin Gakpa,fr FRA,"MF,FW",Metz,fr Ligue 1,25,1993,5.2,62.5,0.58,7.5,33.8,26.3,2.69,56.7,1.35,2.69,50,1.35,1,46.2,286.3,150,47.7,217,87.5,1.73,2.31,Matches
910,Enric Gallego,es ESP,FW,Osasuna,es La Liga,32,1986,9.8,38.8,1.02,2.45,18.8,18.6,5.31,37.3,0.61,1.33,46.2,0.71,1,15.8,56.8,21.1,57.7,286,50.6,3.67,0.92,Matches
911,Enric Gallego,es ESP,FW,Getafe,es La Liga,32,1986,1.8,44.4,1.11,5.56,20.6,20,6.11,43.3,1.11,2.22,50,1.11,0,21.7,95.6,24.4,66.7,55,45.8,5.56,1.67,Matches
912,Kévin Gameiro,fr FRA,FW,Valencia,es La Liga,32,1987,17.6,33.9,0.4,2.84,16.4,17,5.17,31.5,1.25,1.76,71,1.31,0,25.2,167,78.6,38.6,427,62.8,2.67,1.82,Matches
913,Fran Gámez,es ESP,DF,Mallorca,es La Liga,28,1991,19.6,56.3,5.05,18,24.9,17,0.92,47.3,0.82,1.12,72.7,0.92,2,29.8,181.3,106.6,32,541,86.1,1.17,0.71,Matches
914,Idrissa Gana Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,29,1989,18.4,98.2,2.17,17.2,67.4,19.4,1.25,97.4,1.25,1.9,65.7,1.25,3,73.1,361.4,181.3,80.6,1423,96,0.71,1.09,Matches
915,Ignatius Ganago,cm CMR,"FW,MF",Nice,fr Ligue 1,20,1999,13.8,37.8,0.94,5,17.8,17.9,3.33,36.9,1.67,3.84,43.4,2.1,2,29.5,195.7,125.9,42.1,399,68.7,2.54,1.23,Matches
916,Ezequiel Garay,ar ARG,DF,Valencia,es La Liga,32,1986,16,62.3,10.9,36.8,28.3,2.25,0.75,61,0,0,,0,0,39.4,266.4,139.9,45,710,98.6,0.13,0.06,Matches
917,Dani García,es ESP,MF,Athletic Club,es La Liga,29,1990,33.7,52.9,2.49,13.8,37,4.27,0.36,51.8,0.27,0.33,81.8,0.27,1,29.5,123.9,55.4,31.6,1014,95.1,0.3,0.56,Matches
918,David García,es ESP,DF,Osasuna,es La Liga,25,1994,31,49.7,5.03,23.2,27.4,1.48,0.87,47.9,0.06,0.1,66.7,0.06,0,20.5,102.6,51.5,23.2,697,96.8,0.13,0.06,Matches
919,Eric García,es ESP,DF,Manchester City,eng Premier League,18,2001,8.8,89.2,6.93,36.9,55.6,2.05,0.34,88.4,0.8,0.8,100,0.8,0,69.4,302.7,165.5,73.3,637,98.8,0.11,0.11,Matches
920,Javi García,es ESP,MF,Betis,es La Liga,32,1987,4.2,56.9,4.05,16.9,38.8,3.57,1.43,54.5,0.24,0.48,50,0.24,0,31.7,168.3,65.5,40,159,94.6,0.95,0.71,Matches
921,Manu García,es ESP,MF,Alavés,es La Liga,33,1986,21.9,43.9,2.6,9.27,29.9,6.12,1.28,43.4,0.46,0.68,66.7,0.55,0,23.5,97.9,33.5,29.9,532,81.2,0.91,1.14,Matches
